question,text,label,attacked_text
What public policy school found it's home in the building that Ludwig Mies van der Rohe designed?,"In 2011, the university completed the glass dome-shaped Joe and Rika Mansueto Library, which provides a grand reading room for the university library and prevents the need for an off-campus book depository.",1,"In 2011, the univеrsity complеted the glаss dome-shаped Joе and Rіka Mansuetо Lіbrary, which providеs a grаnd reаding rоom for the universitу librаry and prevеnts the neеd for an off-cаmpus boоk depоsitory."
What does ATP store?,They then use the ATP and NADPH to make organic molecules from carbon dioxide in a process known as the Calvin cycle.,1,They then usе the АTP and NАDPH to mаke organіc molеcules from cаrbon dioxidе in a procеss knоwn as the Calvіn сycle.
What were chao made out of?,Chao were made from the bark of mulberry trees.,0,Сhao were madе from the bаrk of mulberrу trеes.
Where was the ball recovered?,"On the next play, Ealy knocked the ball out of Manning's hand as he was winding up for a pass, and then recovered it for Carolina on the 50-yard line.",0,"On the neхt plаy, Еaly knоcked the bаll out of Мanning's hаnd as he was wіnding up for a pаss, and then recovеred it for Carolinа on the 50-уard linе."
How did the party overthrow the elected government in 1989?,"Turabi was noted for proclaiming his support for the democratic process and a liberal government before coming to power, but strict application of sharia law, torture and mass imprisonment of the opposition, and an intensification of the long-running war in southern Sudan, once in power.",1,"Тurabi was nоted for proclaimіng his suppоrt for the democrаtic рrocess and a libеral gоvernment before сoming to pоwer, but striсt aрplicatіon of shariа lаw, tоrture and mаss imprіsonment of the oppоsitiоn, and an intensіficatiоn of the long-runnіng wаr in sоuthern Sudаn, once in рower."
When did internet pharmacies begin to come into being?,"Since about the year 2000, a growing number of Internet pharmacies have been established worldwide.",0,"Sіnce about the уear 2000, a growіng numbеr of Internеt рharmacies have been estаblished wоrldwide."
The steps around the water feature can be drained for what uses?,"This is in front of the bronze doors leading to the refreshment rooms, a central path flanked by lawns leads to the sculpture gallery; the north, east and west sides have herbaceous borders along the museum walls with paths in front which continues along the south façade; in the two corners by the north façade there is planted an American Sweetgum tree; the southern, eastern and western edges of the lawns have glass planters which contain orange and lemon trees in summer, these are replaced by bay trees in winter.",1,"This is in frоnt of the brоnze dоors leаding to the rеfreshment roоms, a сentral рath flаnked by lаwns lеads to the sculрture gallerу; the nоrth, eаst and wеst sidеs have hеrbaceous bordеrs alоng the musеum wаlls with рaths in frоnt which continuеs аlong the sоuth façadе; in the twо cornеrs by the nоrth fаçade there is рlanted an Amеrican Swеetgum treе; the southеrn, eаstern and westеrn edgеs of the lаwns have glаss рlanters which contaіn orаnge and lemоn treеs in summеr, these are replaсed by baу trеes in wіnter."
What does the electrolysis of water produce?,Oxygen gas can also be produced through electrolysis of water into molecular oxygen and hydrogen.,0,Oхygen gаs can alsо be produсed through electrolуsis of watеr into mоlecular oхygen and hуdrogen.
Which famous Germain Renaissance painter and printmaker is represented in the drawings collection of the V&A?,"The collection of drawings includes over 10,000 British and 2,000 old master works, including works by: Dürer, Giovanni Benedetto Castiglione, Bernardo Buontalenti, Rembrandt, Antonio Verrio, Paul Sandby, John Russell, Angelica Kauffman, John Flaxman, Hugh Douglas Hamilton, Thomas Rowlandson, William Kilburn, Thomas Girtin, Jean Auguste Dominique Ingres, David Wilkie, John Martin, Samuel Palmer, Sir Edwin Henry Landseer, Lord Frederic Leighton, Sir Samuel Luke Fildes and Aubrey Beardsley.",0,"The collectіon of drаwings includеs over 10,000 Вritish and 2,000 оld mastеr wоrks, іncluding wоrks bу: Dürеr, Gіovanni Benedеtto Сastiglione, Bеrnardo Buоntalenti, Rembrаndt, Antoniо Verrіo, Рaul Sаndby, Jоhn Russеll, Angeliсa Kаuffman, Jоhn Flаxman, Нugh Dоuglas Нamilton, Thomаs Rowlandsоn, Willіam Kіlburn, Thоmas Girtіn, Jеan Аuguste Dominіque Ingrеs, Davіd Wіlkie, Jоhn Mаrtin, Sаmuel Рalmer, Sіr Edwіn Hеnry Landseеr, Lоrd Frederiс Leightоn, Sіr Samuеl Lukе Fildеs and Aubreу Вeardsley."
From whom did the Huguenots purchase the land where they settled?,"It is said that they landed on the coastline peninsula of Davenports Neck called ""Bauffet's Point"" after traveling from England where they had previously taken refuge on account of religious persecution, four years before the revocation of the Edict of Nantes.",1,"It is saіd that they lаnded on the cоastline peninsulа of Dаvenports Nеck сalled ""Bаuffet's Pоint"" after trаveling from Еngland where they had previоusly takеn rеfuge on accоunt of religіous persecutіon, fоur yeаrs before the revоcation of the Еdict of Nаntes."
What will concentrated oxygen greatly speed up?,Concentrated O_2 will allow combustion to proceed rapidly and energetically.,0,Concеntrated О_2 will аllow сombustion to procеed rаpidly and energetiсаlly.
Why did Tesla begin investigating invisible energy?,"Starting in 1894, Tesla began investigating what he referred to as radiant energy of ""invisible"" kinds after he had noticed damaged film in his laboratory in previous experiments (later identified as ""Roentgen rays"" or ""X-Rays"").",0,"Startіng in 1894, Тesla bеgan investіgating what he referrеd to as rаdiant еnergy of ""іnvisible"" kіnds after he had notiсed damаged fіlm in his laborаtory in prevіous experіments (latеr identifіed as ""Roеntgen rаys"" or ""Х-Rays"")."
"Prior to Super Bowl 50, when were the Carolina Panthers last there?","Coincidentally, both teams were coached by John Fox in their last Super Bowl appearance prior to Super Bowl 50.",1,"Coinсidеntally, both teаms were coachеd by Jоhn Foх in their lаst Suрer Вowl aрpеarance priоr to Suрer Вowl 50."
What was Tesla's monthly consultant salary?,"Westinghouse also hired Tesla for one year for the large fee of $2,000 ($52,700 in today's dollars) per month to be a consultant at the Westinghouse Electric & Manufacturing Company's Pittsburgh labs.",0,"Westіnghouse alsо hіred Тesla for оne yеar for the lаrge feе of $2,000 ($52,700 in todaу's dollаrs) pеr mоnth to be a consultаnt at the Westinghousе Еlectric & Manufacturіng Compаny's Pіttsburgh lаbs."
What does ctenophora mean in Greek?,"Ctenophora (/tᵻˈnɒfərə/; singular ctenophore, /ˈtɛnəfɔːr/ or /ˈtiːnəfɔːr/; from the Greek κτείς kteis 'comb' and φέρω pherō 'carry'; commonly known as comb jellies) is a phylum of animals that live in marine waters worldwide.",0,"Сtenophora (/tᵻˈnɒfərə/; singulаr ctеnophore, /ˈtɛnəfɔːr/ or /ˈtіːnəfɔːr/; from the Greеk κτείς ktеis 'cоmb' and φέρω phеrō 'carrу'; cоmmonly knоwn as cоmb jelliеs) is a phуlum of anіmals that lіve in marinе wаters worldwіde."
What method is used to intuitively assess or quantify the amount of resources required to solve a computational problem?,"The theory formalizes this intuition, by introducing mathematical models of computation to study these problems and quantifying the amount of resources needed to solve them, such as time and storage.",0,"The theorу formalizеs this intuitiоn, by іntroducing mathemаtical mоdels of cоmputation to studу these problеms and quantіfying the аmount of resourcеs needеd to solvе thеm, such as tіme and storаge."
What work from around 300 BC has significant theorems about prime numbers?,"Euclid's Elements (circa 300 BC) contain important theorems about primes, including the infinitude of primes and the fundamental theorem of arithmetic.",0,"Еuclid's Elеments (cirсa 300 ВC) contaіn imрortant theоrems about prіmes, includіng the infіnitude of рrimes and the fundamentаl thеorem of arithmetіc."
Which book discussed the theory about low populations in the Amazon rainforest?,"Archeologist Betty Meggers was a prominent proponent of this idea, as described in her book Amazonia: Man and Culture in a Counterfeit Paradise.",0,"Arсheologist Bеtty Мeggers was a prominеnt proponеnt of this ideа, as desсribed in her boоk Amazоnia: Mаn and Culturе in a Counterfеit Pаradise."
Do the U.S. flags on the moon still have their original coloring or were they faded due to the Sun?,"All of the U. S. flags left on the Moon during the Apollo missions were found to still be standing, with the exception of the one left during the Apollo 11 mission, which was blown over during that mission's lift-off from the lunar surface and return to the mission Command Module in lunar orbit; the degree to which these flags retain their original colors remains unknown.",0,"All of the U. S. flаgs lеft on the Мoon during the Apоllo missiоns were fоund to stіll be standіng, with the ехception of the оne lеft during the Aрollo 11 missіon, which was blоwn over during that missiоn's lift-оff from the lunаr surfacе and rеturn to the missіon Cоmmand Мodule in lunаr orbіt; the dеgree to which these flаgs retаin their оriginal сolors rеmains unknоwn."
What was Phillips official title for NASA?,"Based on his industry experience on Air Force missile projects, Mueller realized some skilled managers could be found among high-ranking officers in the United States Air Force, so he got Webb's permission to recruit General Samuel C. Phillips, who gained a reputation for his effective management of the Minuteman program, as OMSF program controller.",1,"Вased on his іndustry eхperienсe on Aіr Forсe mіssile projeсts, Мueller realizеd some skіlled managеrs cоuld be fоund аmong hіgh-ranking оfficers in the Unіted Stаtes Аir Forcе, so he gоt Wеbb's permissiоn to reсruit Generаl Samuеl С. Philliрs, who gaіned a reрutation for his effеctive manаgement of the Мinuteman рrogram, as OМSF progrаm contrоller."
What are the exceptions in the constitution  that require special considerations to amend?,"The Victorian Constitution can be amended by the Parliament of Victoria, except for certain ""entrenched"" provisions that require either an absolute majority in both houses, a three-fifths majority in both houses, or the approval of the Victorian people in a referendum, depending on the provision.",0,"The Victoriаn Сonstitution can be amеnded by the Parliаment of Viсtoria, excеpt for certаin ""entrenсhed"" provisіons that rеquire eithеr an аbsolute majоrity in both hоuses, a three-fіfths majоrity in both hоuses, or the аpproval of the Victorіan pеople in a rеferendum, dependіng on the provіsion."
When did Warsaw become the center of the Congress Poland?,"Following the Congress of Vienna of 1815, Warsaw became the centre of the Congress Poland, a constitutional monarchy under a personal union with Imperial Russia.",0,"Fоllowing the Cоngress of Viеnna of 1815, Wаrsaw beсame the сentre of the Сongress Рoland, a constitutіonal monarсhy under a рersonal uniоn with Impеrial Russiа."
What basin was formed when the Andes Mountains rose?,"During the mid-Eocene, it is believed that the drainage basin of the Amazon was split along the middle of the continent by the Purus Arch.",1,"During the mid-Eocеne, it is belіeved that the drainаge bаsin of the Amаzon was splіt alоng the middlе of the сontinent by the Рurus Аrch."
What river is near Genghis Khan's likely place of burial?,"The Genghis Khan Mausoleum, constructed many years after his death, is his memorial, but not his burial site.",1,"The Gеnghis Кhan Mаusoleum, cоnstructed manу уears after his dеath, is his memoriаl, but not his buriаl sіte."
How much capital did UK law require to start a company?,"UK law only required £1 of capital to start a company, while Denmark's legislature took the view companies should only be started up if they had 200,000 Danish krone (around €27,000) to protect creditors if the company failed and went insolvent.",0,"UК lаw only requirеd £1 of cаpital to stаrt a companу, while Denmаrk's legislаture tоok the vіew comрanies should only be stаrted up if they had 200,000 Danіsh kronе (arоund €27,000) to protеct credіtors if the cоmpany failеd and wеnt insolvеnt."
What is an etioplast?,"An etioplast is a plastid that lacks chlorophyll, and has inner membrane invaginations that form a lattice of tubes in their stroma, called a prolamellar body.",0,"An etioplаst is a plаstid that lаcks сhlorophyll, and has іnner membrаne invаginations that fоrm a lаttice of tubеs in their stromа, сalled a prolamellаr bоdy."
In what year did a Doctor first become nominated for a Best Actor award?,"In 2011, Matt Smith became the first Doctor to be nominated for a BAFTA Television Award for Best Actor and in 2016, Michelle Gomez became the first female to receive a BAFTA nomination for the series, getting a Best Supporting Actress nomination for her work as Missy.",0,"In 2011, Mаtt Smіth becamе the fіrst Doсtor to be nominаted for a BAFТA Televisіon Аward for Bеst Actоr and in 2016, Mіchelle Gomеz becamе the fіrst fеmale to recеive a ВAFTA nomіnation for the sеries, gettіng a Bеst Supрorting Aсtress nomіnation for her wоrk as Mіssy."
What does the Riemann hypothesis state the source of irregularity in the distribution of points comes from?,"In particular, the simplest assumption is that primes should have no significant irregularities without good reason.",1,"In pаrticular, the simplеst assumptiоn is that prіmes should have no sіgnificant irrеgularities wіthout gоod reаson."
What was the estimated population of Pons Aelius around the 2nd century?,"It was given the family name of the Roman Emperor Hadrian, who founded it in the 2nd century AD.",1,"It was givеn the fаmily nаme of the Rоman Empеror Hadrіan, who foundеd it in the 2nd cеntury АD."
Does the new deal include Video on demand and High Definition?,Currently there is no indication as to whether the new deal includes the additional Video On Demand and High Definition content which had previously been offered by BSkyB.,0,Currentlу there is no indicаtion as to whеther the nеw deаl includеs the additіonal Vidеo On Dеmand and Нigh Definіtion contеnt which had previоusly been offеred by BSkyВ.
Who said chloroplasts are similar to cyanobacteria?,Chloroplasts are only found in plants and algae.,1,Сhloroplasts are only fоund in рlants and algаe.
What does zhèng mean?,"Zhèng (Chinese: 正) meaning ""right"", ""just"", or ""true"", would have received the Mongolian adjectival modifier -s, creating ""Jenggis"", which in medieval romanization would be written ""Genghis"".",0,"Zhèng (Chіnese: 正) meаning ""rіght"", ""just"", or ""truе"", wоuld have receivеd the Mongolіan adjеctival modifіer -s, creatіng ""Jenggіs"", which in medievаl rоmanization wоuld be wrіtten ""Genghіs""."
Southern California is second to which island in terms of famous serf breaks?,Southern California is also important to the world of yachting.,1,Southеrn Californiа is аlso imрortant to the wоrld of уachting.
Where is Audra McDonald from?,McDonald subsequently became a leading performer on Broadway in New York City and a Tony award winning actress.,1,МcDonald subsequentlу bеcame a leаding performеr on Brоadway in Nеw Yоrk Citу and a Тony awаrd wіnning actrеss.
Which group seeks to reconceive and promote Biblical holiness in today's church?,"The UMC is also a member of the Wesleyan Holiness Consortium, which seeks to reconceive and promote Biblical holiness in today's Church.",0,"The UMС is аlso a mеmber of the Wеsleyan Нoliness Consortіum, which sеeks to rесonceive and promotе Bіblical holinеss in todаy's Churсh."
Who besides Woodrow Wilson himself had the idea for the inquiry?,The inquiry was the idea of President Wilson and the American delegation from the Paris Peace Conference.,0,The inquіry was the ideа of Presіdent Wіlson and the Amеrican dеlegation from the Pаris Pеace Сonference.
What is the city centre of Warsaw called in Polish?,"Warsaw leads the region of East-Central Europe in foreign investment and in 2006, GDP growth met expectations with a level of 6.1%.",1,"Wаrsaw leаds the rеgion of East-Centrаl Euroрe in fоreign investmеnt and in 2006, GDР grоwth mеt expectаtіons with a lеvel of 6.1%."
US is concerned about confrontation of the Middle East with which other country?,The possibility that the Middle East could become another superpower confrontation with the USSR was of more concern to the US than oil.,0,The possibіlity that the Middlе Eаst сould becomе anоther suрerpower cоnfrontation with the USSR was of more conсern to the US than oіl.
Along what geographic feature are nine residential houses located?,"The other three are located in a residential neighborhood half a mile northwest of the Yard at the Quadrangle (commonly referred to as the Quad), which formerly housed Radcliffe College students until Radcliffe merged its residential system with Harvard.",1,"The other threе are lоcated in a rеsidential nеighborhood hаlf a mіle nоrthwest of the Yаrd at the Quadranglе (commоnly referrеd to as the Quаd), which formerlу hоused Radсliffe Collegе studеnts until Radсliffe mеrged its rеsidential sуstem with Hаrvard."
How was this possible,"It was the first network to make the hosts responsible for reliable delivery of data, rather than the network itself, using unreliable datagrams and associated end-to-end protocol mechanisms.",0,"It was the fіrst netwоrk to mаke the hоsts resрonsible for reliаble dеlivery of dаta, rаther than the nеtwork іtself, usіng unrelіable datagrаms and assoсiated еnd-to-end protoсol mechаnisms."
"If two thirds of the Rhine flows through Waal, where does the other third flow through?",The other third of the water flows through the Pannerdens Kanaal and redistributes in the IJssel and Nederrijn.,0,The other thіrd of the wаter flоws through the Pаnnerdens Кanaal and rеdistributes in the IJssеl and Nederrіjn.
What native chief travelled to French fort and threatened Marin?,"Tanaghrisson, a chief of the Mingo, who were remnants of Iroquois and other tribes who had been driven west by colonial expansion.",0,"Tanaghrіsson, a сhief of the Мingo, who were remnаnts of Iroquоis and other tribеs who had been drivеn wеst by сolonial eхpansion."
Who recovered Tolbert's fumble?,The Panthers could not gain any yards with their possession and had to punt.,1,The Рanthers сould not gaіn any yаrds with their possеssion and had to рunt.
How far from the Yard is the Quad located?,"The other three are located in a residential neighborhood half a mile northwest of the Yard at the Quadrangle (commonly referred to as the Quad), which formerly housed Radcliffe College students until Radcliffe merged its residential system with Harvard.",0,"The other thrеe are lоcated in a residentіal nеighborhood hаlf a milе northwеst of the Yаrd at the Quаdrangle (сommonly referrеd to as the Quаd), which formеrly housеd Rаdcliffe Сollege studеnts until Rаdcliffe mergеd its residentіal systеm with Нarvard."
What did Tesla do in Tomingaj?,"Tesla said that this contact with nature made him stronger, both physically and mentally.",1,"Teslа saіd that this cоntact with nаture mаde him strongеr, both рhysically and mеntally."
What was the corporate entity American Broadcasting-Paramount Theatres renamed in 1965?,"In December of that year, the ABC television network premiered The Dating Game, a pioneer series in its genre, which was a reworking of the blind date concept in which a suitor selected one of three contestants sight unseen based on the answers to selected questions.",1,"In Decеmber of that уear, the AВC tеlevision netwоrk premierеd The Datіng Gаme, a pіoneer sеries in its genrе, which was a rеworking of the blіnd datе cоncept in which a suіtor selеcted оne of thrеe contеstants sіght unseеn basеd on the answеrs to selеcted questіons."
Under which courts is most EU law applied?,"In fact, most EU law is applied by member state courts (the English Court of Appeal, the German Bundesgerichtshof, the Belgian Cour du travail, etc.)",0,"In faсt, most ЕU lаw is applіed by membеr stаte cоurts (thе Englіsh Сourt of Аppeal, the Gеrman Вundesgerichtshof, the Belgіan Сour du travаil, etс.)"
Who did Luther banish?,"After banishing the Zwickau prophets, he now faced a battle against not only the established Church but also the radical reformers who threatened the new order by fomenting social unrest and violence.",0,"After banishіng the Zwickаu prophеts, he now fаced a battlе against not only the establishеd Сhurch but alsо the rаdical rеformers who thrеatened the nеw ordеr by fomentіng sоcial unrеst and vіolence."
What property of the harmonic series 1 + 1/2 + 1/3 + 1/4 + ... shows that there is an infinite number of primes?,"However, the harmonic series 1 + 1/2 + 1/3 + 1/4 + ... diverges (i.e., exceeds any given number), so there must be infinitely many primes.",0,"Howеver, the harmonіc seriеs 1 + 1/2 + 1/3 + 1/4 + ... divergеs (і.e., exceеds any givеn numbеr), so there must be infinitelу manу рrimes."
What was diverted and now flows parallel to the Rhine?,"A regulation of the Rhine was called for, with an upper canal near Diepoldsau and a lower canal at Fußach, in order to counteract the constant flooding and strong sedimentation in the western Rhine Delta.",1,"A regulatіon of the Rhіne was сalled fоr, with an upрer canаl neаr Dieрoldsau and a lowеr canаl at Fußаch, in оrder to countеract the constаnt floоding and strоng sedimentаtion in the westеrn Rhinе Deltа."
How many academic research divisions does the University of Chicago have?,"The university, established in 1890, consists of The College, various graduate programs, interdisciplinary committees organized into four academic research divisions and seven professional schools.",0,"The unіversity, еstablished in 1890, consіsts of The Cоllege, varіous graduatе progrаms, іnterdisсiplinary commіttees organіzed into fоur acadеmic resеarch divisiоns and sevеn profеssional schoоls."
What was the occasion for the boat demonstration?,"The crowd that witnessed the demonstration made outrageous claims about the workings of the boat, such as magic, telepathy, and being piloted by a trained monkey hidden inside.",1,"The сrowd that wіtnessed the demonstratіon mаde outragеous claіms about the workіngs of the bоat, such as mаgic, teleрathy, and being pіloted by a trаined mоnkey hіdden іnside."
France laid siege to Montpellier in what year?,A royal citadel was built and the university and consulate were taken over by the Catholic party.,1,A roуal citadеl was buіlt and the unіversity and cоnsulate were takеn over by the Catholіc pаrty.
What does the word Rheinrinne translate to?,"But then, at the so-called Rheinbrech, the Rhine water abruptly falls into the depths because of the greater density of cold water.",1,"But thеn, at the so-сalled Rheіnbrech, the Rhіne watеr abruрtly fаlls into the dеpths because of the greatеr dеnsity of сold watеr."
When did Astor provide the money?,"Instead, Tesla used the money to fund his Colorado Springs experiments.",1,"Instеad, Tеsla usеd the moneу to fund his Colоrado Sprіngs еxperiments."
What health company was a Super Bowl sponsor?,"For the first time, the Super Bowl 50 Host Committee and the NFL have openly sought disabled veteran and lesbian, gay, bisexual and transgender-owned businesses in Business Connect, the Super Bowl program that provides local companies with contracting opportunities in and around the Super Bowl.",1,"For the fіrst tіme, the Supеr Bоwl 50 Нost Committeе and the NFL have opеnly sоught disablеd veterаn and lеsbian, gaу, bisеxual and transgender-ownеd businеsses in Busіness Cоnnect, the Suрer Вowl progrаm that рrovides loсal cоmpanies with contraсting opрortunіties in and arоund the Supеr Bоwl."
Against whom did the Camisards rise up to fight?,"It took French troops years to hunt down and destroy all the bands of Camisards, between 1702 and 1709.",1,"It toоk Frenсh troоps yеars to hunt down and dеstroy all the bаnds of Camisаrds, between 1702 and 1709."
What can be achieved without building high or getting rid of common areas?,A new development in the Ouseburn valley has recreated them; Architects Cany Ash and Robert Sakula were attracted by the possibilities of high density without building high and getting rid of common areas.,0,A nеw developmеnt in the Оuseburn valleу has recreаted thеm; Architеcts Canу Аsh and Robеrt Sаkula were attraсted by the possibіlitiеs of hіgh densitу wіthout buildіng hіgh and gettіng rіd of cоmmon areаs.
What part of chloroplasts isn't similar to mitochondria?,"In addition, in terms of function, the inner chloroplast membrane, which regulates metabolite passage and synthesizes some materials, has no counterpart in the mitochondrion.",0,"In addіtion, in tеrms of functiоn, the іnner chloroрlast membranе, which regulatеs metabolitе passagе and synthesіzes some materіals, has no counterрart in the mitochondrіon."
Which sized cars were the least demanded cars in the crisis?,The crisis reduced the demand for large cars.,0,The сrisis reducеd the demаnd for largе cаrs.
In what conditions were forces first measured historically?,"Historically, forces were first quantitatively investigated in conditions of static equilibrium where several forces canceled each other out.",0,"Historiсаlly, fоrces were fіrst quantitatіvely investigatеd in condіtions of stаtic equilіbrium where severаl fоrces cancеled each other оut."
What is the system by which prokaryotes retain phage gene fragments that they have previously come in contact with?,"Prokaryotes also possess acquired immunity, through a system that uses CRISPR sequences to retain fragments of the genomes of phage that they have come into contact with in the past, which allows them to block virus replication through a form of RNA interference.",0,"Рrokaryotes alsо possеss аcquired immunitу, through a systеm that usеs CRISРR sеquences to retaіn frаgments of the genоmes of phagе that they have сome into сontact with in the pаst, which аllows them to bloсk vіrus reрlicatiоn through a fоrm of RNА interfеrence."
Why is Jochi's reported alliance with the Muslims historically suspect?,"He concludes his story with the clearly apocryphal statement by Jochi: ""Genghis Khan is mad to have massacred so many people and laid waste so many lands.",1,"He сoncludes his stоry with the clеarly apoсrуphal statemеnt by Jochі: ""Genghіs Кhan is mаd to have mаssacred so mаny pеople and lаid wаste so manу lаnds."
When was the announcement for the LOR made after being delayed?,"Kennedy's science advisor Jerome Wiesner, who had expressed his opposition to manned spaceflight to Kennedy before the President took office, and had opposed the decision to land men on the Moon, hired Golovin, who had left NASA, to chair his own ""Space Vehicle Panel"", ostensibly to monitor, but actually to second-guess NASA's decisions on the Saturn V launch vehicle and LOR by forcing Shea, Seamans, and even Webb to defend themselves, delaying its formal announcement to the press on July 11, 1962, and forcing Webb to still hedge the decision as ""tentative"".",0,"Kеnnedy's scіence advіsor Jеrome Wiеsner, who had exрressed his оppositiоn to mannеd spaceflіght to Kennedу before the Prеsident toоk оffice, and had oрposed the deсision to lаnd mеn on the Mоon, hirеd Golоvin, who had lеft NASА, to chаir his own ""Spaсe Vеhicle Panеl"", ostеnsibly to monitоr, but actuаlly to secоnd-guess NASА's decіsions on the Sаturn V lаunch vehіcle and LОR by fоrcing Sheа, Sеamans, and evеn Wеbb to dеfend thеmselves, delayіng its formаl announсement to the prеss on Julу 11, 1962, and forсing Wеbb to stіll hеdge the dеcision as ""tentаtive""."
What did John Wesley originally call the experience of conversion?,"In this reception, we are forgiven through the atoning work of Jesus Christ on the cross.",1,"In this receptiоn, we are forgivеn through the аtoning wоrk of Jеsus Сhrist on the crоss."
What are some normal breakfast foods?,"Breakfast is usually tea or porridge with bread, chapati, mahamri, boiled sweet potatoes or yams.",0,"Breаkfast is usuаlly teа or porridgе with brеad, chаpati, mаhamri, bоiled swеet рotatoes or yаms."
What company was this the last Super Bowl they would let customers have an opportunity to get their own commercial ideas aired?,This would be the final year in a multi-year contract with Anheuser-Busch InBev that allowed the beer manufacturer to air multiple advertisements during the game at a steep discount.,1,This wоuld be the finаl yеar in a multi-yeаr contrаct with Anhеuser-Busch InВev that allоwed the beеr manufaсturer to aіr multiрle advertisemеnts during the gamе at a stеep dіscount.
What was AUSTPAC,AUSTPAC was an Australian public X.25 network operated by Telstra.,0,AUSTPАC was an Austrаlian publiс Х.25 netwоrk оperated by Tеlstra.
What kind of arches does Norman architecture have?,Norman architecture typically stands out as a new stage in the architectural history of the regions they subdued.,1,Normаn architеcture typicаlly stаnds out as a nеw stаge in the architecturаl hіstory of the regіons they subduеd.
What is the Norman architecture idiom?,Norman architecture typically stands out as a new stage in the architectural history of the regions they subdued.,1,Nоrman architeсture typicallу stаnds out as a nеw stagе in the аrchitectural hіstory of the regiоns they subduеd.
What responsibilities were pharmacy technicians formerly limited to?,"Where it was once the case that pharmacists stayed within the dispensary compounding/dispensing medications, there has been an increasing trend towards the use of trained pharmacy technicians while the pharmacist spends more time communicating with patients.",0,"Where it was once the casе that phаrmacists staуed withіn the disрensary сompounding/disрensing medіcations, there has been an inсreasing trеnd tоwards the usе of traіned pharmаcy techniciаns while the рharmacist spеnds more tіme communiсating with рatients."
"In order to better understand the orientations of faults and folds, structural geologists do what with measurements of geological structures?",Structural geologists use microscopic analysis of oriented thin sections of geologic samples to observe the fabric within the rocks which gives information about strain within the crystalline structure of the rocks.,1,Structurаl geologіsts usе miсrоscopic аnalysis of orіented thіn sеctions of geоlogic samplеs to оbserve the fabrіc withіn the rоcks which givеs informatіon about straіn wіthin the сrystalline structurе of the rоcks.
Who was Al-Banna's assassination a retaliation for the prior assassination of?,"The Brotherhood has suffered periodic repression in Egypt and has been banned several times, in 1948 and several years later following confrontations with Egyptian president Gamal Abdul Nasser, who jailed thousands of members for several years.",1,"The Вrotherhood has suffеred periodiс reрression in Egyрt and has been bаnned severаl tіmes, in 1948 and severаl yeаrs lаter followіng confrontаtions with Egyptiаn prеsident Gаmal Аbdul Nassеr, who jаiled thоusands of membеrs for sеveral уears."
Who was the main proponent of the cellular theory of immunity?,"According to the cellular theory of immunity, represented in particular by Elie Metchnikoff, it was cells – more precisely, phagocytes – that were responsible for immune responses.",0,"Aсcording to the cеllular thеory of іmmunity, representеd in pаrticular by Еlie Metchnikоff, it was сells – more preciselу, phagoсytes – that were responsіble for immunе resрonses."
What manner of words does Mullet think Luther would choose?,"However, Mullett suggests that given his nature, ""we are free to believe that Luther would tend to select the more dramatic form of words.""",0,"Howevеr, Мullett suggеsts that givеn his naturе, ""wе are freе to belіeve that Luthеr wоuld tеnd to sеlect the more dramаtic fоrm of wоrds."""
What was the first Doctor Who show that TVOntario ran?,TVOntario picked up the show in 1976 beginning with The Three Doctors and aired each series (several years late) through to series 24 in 1991.,0,ТVOntario pіcked up the shоw in 1976 beginnіng with The Threе Dоctors and aіred each serіes (sevеral yeаrs latе) through to serіes 24 in 1991.
Where did the Exposition take place?,"In 1893, George Westinghouse won the bid to light the 1893 World's Columbian Exposition in Chicago with alternating current, beating out a General Electric bid by one million dollars.",0,"In 1893, Georgе Westinghоuse won the bіd to lіght the 1893 Wоrld's Columbiаn Еxposіtion in Chicаgo with аlternating currеnt, beаting out a Genеral Elеctric bіd by onе mіllion dollаrs."
What religion were the Normans,"They adopted the Gallo-Romance language of the Frankish land they settled, their dialect becoming known as Norman, Normaund or Norman French, an important literary language.",1,"They adoptеd the Gallо-Romance languаge of the Frankіsh lаnd they settlеd, their dialeсt becоming knоwn as Normаn, Nоrmaund or Normаn Frenсh, an impоrtant literarу languаge."
From what project did the Apollo 11 crew consist entirely of?,"The G mission was achieved on Apollo 11 in July 1969 by an all-Gemini veteran crew consisting of Neil Armstrong, Michael Collins and Buzz Aldrin.",0,"The G missіon was аchieved on Apollо 11 in Julу 1969 by an all-Gеmini veterаn crеw cоnsisting of Neіl Аrmstrong, Michаel Collіns and Вuzz Аldrin."
How many plant species make up the total in the rainforest?,"One in five of all the bird species in the world live in the rainforests of the Amazon, and one in five of the fish species live in Amazonian rivers and streams.",1,"Оne in fivе of all the bіrd specіes in the wоrld lіve in the rainforеsts of the Аmazon, and оne in fivе of the fіsh specіes lіve in Amazoniаn rivеrs and strеams."
How many plays was Denver kept out of the end zone after getting the ball from Newton?,"On the next play, Miller stripped the ball away from Newton, and after several players dove for it, it took a long bounce backwards and was recovered by Ward, who returned it five yards to the Panthers 4-yard line.",1,"On the neхt plаy, Millеr strippеd the bаll аway from Nеwton, and after severаl playеrs dovе for іt, it toоk a lоng bouncе bаckwards and was reсovered by Wаrd, who rеturned it fіve уards to the Pаnthers 4-уard linе."
