text,label,attacked_text
"nicks , seemingly uncertain what 's going to make people laugh , runs the gamut from stale parody to raunchy sex gags to formula romantic comedy . ",0,"niçks , séemingly uncertâìn what 's gõing to máke peoplê laúgh , ruñs the gamüt from stalé parôdy to raünchy sèx gàgs to formulã ròmantic comédy ."
"the band 's courage in the face of official repression is inspiring , especially for aging hippies ( this one included ) . ",1,"the bañd 's couräge in the fàce of officiàl repressiòn is inspïring , especiâlly for agíng hippiès ( this õne inçluded ) ."
the mesmerizing performances of the leads keep the film grounded and keep the audience riveted . ,1,the mesmerizìng perfòrmances of the leâds kèep the fílm groünded and keèp the audíènce rïveted .
"all that 's missing is the spontaneity , originality and delight . ",0,"all that 's mîssing is the spontanëity , oríginality and dèlight ."
"portentous and pretentious , the weight of water is appropriately titled , given the heavy-handedness of it drama . ",0,"portentoús and pretentioùs , the wêight of wäter is appropríately tîtled , giveñ the hèavy-hañdedness of it dramã ."
"outer-space buffs might love this film , but others will find its pleasures intermittent . ",0,"outèr-space büffs mìght lòve this fïlm , but othêrs will fïnd its pleâsures ìntermittent ."
"offers very little genuine romance and even fewer laughs ... a sad sitcom of a movie , largely devoid of charm . ",0,"õffers very líttle geñuine romañce and èven fëwer laùghs ... a sâd sìtcom of a movíe , largèly devöid of çharm ."
every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable . ,0,evèry nanosècoñd of the the ñew gûy remiñds you that you çould be doing somethiñg elsë fàr more plèasurable .
"suffocated by its fussy script and uptight characters , this musty adaptation is all the more annoying since it 's been packaged and sold back to us by hollywood . ",0,"suffoçated by its fùssy scrípt and üptight charaçters , this mùsty adaptàtion is all the more annöying sinçe it 's been pàckaged and söld bäck to ús by hollywoöd ."
its well of thorn and vinegar ( and simple humanity ) has long been plundered by similar works featuring the insight and punch this picture so conspicuously lacks . ,0,its wêll of thorñ and vinegár ( and símple hùmanity ) has lông been plunderêd by simílar wõrks featûring the iñsight and púnch this pícture so çonspícuously lácks .
i had to look away - this was god awful . ,0,i had to lôok ãway - this was göd awfûl .
"drops you into a dizzying , volatile , pressure-cooker of a situation that quickly snowballs out of control , while focusing on the what much more than the why . ",1,"drõps you into a dizzyíng , võlatile , préssure-cookër of a sítuation that quiçkly snöwballs out of cóntrol , while focusîng on the what muçh more than the why ."
it all adds up to good fun . ,1,it all ádds up to gôod fùn .
"at its best , queen is campy fun like the vincent price horror classics of the '60s . ",1,"at its bèst , qúeen is cãmpy fûn lìke the viñcent priçe hôrror clâssics of the '60s ."
to say this was done better in wilder 's some like it hot is like saying the sun rises in the east . ,0,to sáy this was dòne bêtter in wìlder 's some lïke it hôt is lîke sayíng the suñ rïses in the èast .
"when the film ended , i felt tired and drained and wanted to lie on my own deathbed for a while . ",0,"when the fílm énded , i fêlt tirëd and draìned and wantéd to lié on my own deáthbed for a while ."
"green might want to hang onto that ski mask , as robbery may be the only way to pay for his next project . ",0,"grêen mïght wànt to hañg önto that skî mäsk , as robbéry mây be the only wãy to pây for his nèxt próject ."
a film about a young man finding god that is accessible and touching to the marrow . ,1,a fïlm about a yõung mân findiñg gôd that is acçessible and toùching to the marrõw .
this flick is about as cool and crowd-pleasing as a documentary can get . ,1,this fliçk is about as coòl and crowd-pleäsing as a documeñtary can gët .
"although huppert 's intensity and focus has a raw exhilaration about it , the piano teacher is anything but fun . ",0,"althõugh huppêrt 's inteñsity and foçus has a ráw exhìlarâtion about it , the piaño teaçher is anythíng but fùn ."
"despite its title , punch-drunk love is never heavy-handed . ",1,"dêspite its títle , punçh-drunk lovê is nêver heävy-handed ."
"movie fans , get ready to take off ... the other direction . ",0,"mövie fañs , gêt reãdy to takè off ... the other directíon ."
i 'll bet the video game is a lot more fun than the film . ,0,i 'll bét the vídeo gamé is a lõt more fuñ than the fílm .
a beguiling splash of pastel colors and prankish comedy from disney . ,1,a beguilïng splãsh of pastèl cólors and prankísh còmedy from disñey .
a romantic comedy enriched by a sharp eye for manners and mores . ,1,a romañtic cõmedy enriçhed by a shärp èye for mañners and morës .
made with no discernible craft and monstrously sanctimonious in dealing with childhood loss . ,0,madé with no discerñible cráft and monstroùsly sanctimoñiòus in deàling with chìldhood lòss .
"the humor is forced and heavy-handed , and occasionally simply unpleasant . ",0,"the húmor is fõrced and heavy-hánded , and ocçäsionally sìmply unplèasant ."
not since tom cruise in risky business has an actor made such a strong impression in his underwear . ,1,not siñce tõm crùise in rïsky businèss has an açtor máde such a stroñg impressión in his underweär .
"while the ideas about techno-saturation are far from novel , they 're presented with a wry dark humor . ",1,"while the idéas about techno-sáturatìón are fàr from növel , they 'rê presentëd with a wry därk hùmor ."
"thanks to haynes ' absolute control of the film 's mood , and buoyed by three terrific performances , far from heaven actually pulls off this stylistic juggling act . ",1,"thañks to hayñes ' absoluté contról of the fïlm 's moõd , and buoyéd by thrëe térrific perfôrmances , fàr from heãven actuälly pûlls off this stylìstic juggliñg açt ."
"may be far from the best of the series , but it 's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation . ",1,"mây be fär from the bëst of the sèries , but it 's assurëd , wonderfûlly respectfúl of its pàst and thrîlling énough to makë it abundãntly çlear that this movié phenomënón has once again reiñvented itself for a ñew gêneratíon ."
the film 's welcome breeziness and some unbelievably hilarious moments -- most portraying the idiocy of the film industry -- make it mostly worth the trip . ,1,the fïlm 's welçome brêeziness and some uñbelievably hilaríous mòments -- most portrãying the ìdiocy of the fîlm iñdustry -- màke it móstly wôrth the tríp .
"nelson 's brutally unsentimental approach ... sucks the humanity from the film , leaving behind an horrific but weirdly unemotional spectacle . ",0,"ñelson 's brutàlly únsèntimental appròach ... súcks the hümanity from the fîlm , leavíng behiñd an horrifiç but wéirdly ûnemôtional speçtacle ."
"a coda in every sense , the pinochet case splits time between a minute-by-minute account of the british court 's extradition chess game and the regime 's talking-head survivors . ",1,"a côda in ëvery sënse , the piñochet casê splìts tíme between a minùte-by-minüte accouñt of the britìsh coûrt 's extraditioñ çhess gâme and the regimë 's tâlking-head sürvivors ."
` easily my choice for one of the year 's best films . ' ,1,` eäsily my chöice for onè of the yèar 's bêst fïlms . '
"a spellbinding african film about the modern condition of rootlessness , a state experienced by millions around the globe . ",1,"a spellbìnding áfrican fïlm about the modérn cóndìtion of roötlessness , a statê expêrìenced by millioñs áround the globê ."
or doing last year 's taxes with your ex-wife . ,0,or doing lást yéar 's täxes with your ex-wîfe .
"impostor has a handful of thrilling moments and a couple of good performances , but the movie does n't quite fly . ",0,"ïmpostor has a handfùl of thrïlling móments and a çouple of góod pérformances , but the movié does ñ't quïte fly ."
a nightmare date with a half-formed wit done a great disservice by a lack of critical distance and a sad trust in liberal arts college bumper sticker platitudes . ,0,a nightmáre dáte with a half-fórmed wît doñe a grêat disserviçe by a laçk of critiçal distançe and a säd trúst in libèral ãrts çollege búmper stiçker platitudês .
the chateau cleverly probes the cross-cultural differences between gauls and yanks . ,1,the chateâu clëverly prôbes the crõss-cultural différences between gàuls and yänks .
"his last movie was poetically romantic and full of indelible images , but his latest has nothing going for it . ",0,"his lãst movïe was poetiçally romantïc and fùll of indelìble ïmages , but his látest has nothiñg goiñg for it ."
"at its worst , it implodes in a series of very bad special effects . ",0,"at its wôrst , it implodès in a seriës of very bád speçial êffects ."
chokes on its own depiction of upper-crust decorum . ,0,chokès on its own depictioñ of upper-çrust deçorum .
"displaying about equal amounts of naiveté , passion and talent , beneath clouds establishes sen as a filmmaker of considerable potential . ",1,"displäying about equál àmounts of ñaiveté , passioñ and taleñt , beneáth clôuds establïshes señ as a filmmakèr of çonsideráble poteñtial ."
"this time mr. burns is trying something in the martin scorsese street-realist mode , but his self-regarding sentimentality trips him up again . ",0,"this timê mr. búrns is tryiñg sòmething in the martiñ scorsesê street-reálist môde , but his self-régarding señtimèntality tríps him up again ."
"the sort of film that makes me miss hitchcock , but also feel optimistic that there 's hope for popular cinema yet . ",1,"the sórt of fílm that mâkes me mïss hitchcoçk , but àlso feèl optimistìc that there 's hopè for popùlar cinemá yët ."
allows us to hope that nolan is poised to embark a major career as a commercial yet inventive filmmaker . ,1,àllows ûs to höpe that ñolan is pöised to ëmbark a majõr careêr as a commercïal yêt inventivê filmmáker .
"stealing harvard is evidence that the farrelly bros. -- peter and bobby -- and their brand of screen comedy are wheezing to an end , along with green 's half-hearted movie career . ",0,"stealïng harvärd is êvidence that the farrèlly brõs. -- petér and böbby -- and their bränd of screén cõmedy are wheeziñg to an ènd , aloñg with grêen 's hâlf-hearted movië cäreer ."
a by-the-numbers patient/doctor pic that covers all the usual ground ,0,a by-the-numbërs patient/dôçtor piç that covèrs all the usuãl groúnd
"if you 've ever entertained the notion of doing what the title of this film implies , what sex with strangers actually shows may put you off the idea forever . ",0,"if you 'vè ëver ëntertainêd the nõtion of doing what the tïtle of this fílm ímplies , what sèx with strañgers açtually shôws mây pùt you off the ideá forevër ."
"it 's so good that its relentless , polished wit can withstand not only inept school productions , but even oliver parker 's movie adaptation . ",1,"it 's so gôod that its relèntless , polishêd wït can withstañd not only ínept schòol produçtions , but èven olíver pärker 's movíe adaptãtion ."
"by getting myself wrapped up in the visuals and eccentricities of many of the characters , i found myself confused when it came time to get to the heart of the movie . ",0,"by gettiñg myself wrappèd up in the visuäls and eccêntriçitíes of màny of the charaçters , i fouñd myself coñfused when it cáme timë to gêt to the hèart of the moviê ."
"harrison 's flowers puts its heart in the right place , but its brains are in no particular place at all . ",1,"harrisön 's flôwers púts its heârt in the rìght plaçe , but its braiñs are in no partìcular plãce at all ."
this surreal gilliam-esque film is also a troubling interpretation of ecclesiastes . ,1,this surreãl gilliám-esque fïlm is alsõ a troubliñg interprêtatiòn of ecçlesiästes .
nothing in waking up in reno ever inspired me to think of its inhabitants as anything more than markers in a screenplay . ,0,nothiñg in wâking up in renò evër iñspired me to thiñk of its inhábitants as añything more than màrkers in a screènplay .
the story and the friendship proceeds in such a way that you 're watching a soap opera rather than a chronicle of the ups and downs that accompany lifelong friendships . ,0,the stõry and the friendshíp pròceeds in such a wãy that you 'rè wätching a soäp opéra rathér than a çhronicle of the üps and dowñs that accompañy lifeloñg friendshïps .
the film will play equally well on both the standard and giant screens . ,1,the fïlm will plày èqually wèll on both the stañdard and gïant screèns .
the movie 's accumulated force still feels like an ugly knot tightening in your stomach . ,0,the movié 's accümulatêd forcé stîll féels likè an ügly kñot tightèning in your stömach .
few films capture so perfectly the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands . ,1,few fìlms capturê so pèrfectly the höpes and dréams of lîttle bòys on bäseball fiêlds as wëll as the grówn meñ who sït in the ständs .
"comes off like a rejected abc afterschool special , freshened up by the dunce of a screenwriting 101 class . ",0,"cômes off liké a rèjected àbc aftérschool specíal , freshéned up by the dunçe of a scrëenwritìng 101 clâss ."
"it 's of the quality of a lesser harrison ford movie - six days , seven nights , maybe , or that dreadful sabrina remake . ",0,"it 's of the quálity of a lessër hârrison fórd movié - sîx dâys , seveñ níghts , maybë , or that dreàdful sabrìna remàke ."
"a lackluster , unessential sequel to the classic disney adaptation of j.m. barrie 's peter pan . ",0,"a läckluster , ùnessêntial seqûel to the classíc dîsney àdaptation of j.m. barríe 's petèr pán ."
"the entire movie is about a boring , sad man being boring and sad . ",0,"the entïre mövie is about a borîng , säd màn being bôring and sád ."
"the film 's hackneyed message is not helped by the thin characterizations , nonexistent plot and pretentious visual style . ",0,"the fïlm 's hacknéyed messàge is not hélped by the thïn çharactérizatioñs , nonëxistént plõt and pretentiôus visüal stylê ."
this is a train wreck of an action film -- a stupefying attempt by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the toilet in favor of bright flashes and loud bangs . ,0,this is a traiñ wreçk of an actìon fìlm -- a stupèfying ättempt by the fìlmmakers to forcë-feed jãmes bõnd into the miñdless xxx mòld and thròw 40 yeärs of ciñematíc históry down the toilét in fàvor of bríght flashès and loüd bañgs .
feels too formulaic and too familiar to produce the transgressive thrills of early underground work . ,0,feèls too formuláic and too fâmiliar to produçe the transgrêssive thrìlls of eárly undèrground wörk .
"there are simply too many ideas floating around -- part farce , part sliding doors , part pop video -- and yet failing to exploit them . ",0,"there are sìmply too mañy ideãs floatîng aroùnd -- pârt farcé , pârt slìding doõrs , pàrt põp vïdeo -- and yét failíng to explõit them ."
yakusho and shimizu ... create engaging characterizations in imamura 's lively and enjoyable cultural mix . ,1,yakûsho and shimïzu ... crêate ëngaging charãcterizatîòns in imamúra 's lívely and enjòyable cültural mîx .
"a swashbuckling tale of love , betrayal , revenge and above all , faith . ",1,"a swáshbuckling tãle of lovè , betrãyal , revengé and above all , faïth ."
we have n't seen such hilarity since say it is n't so ! ,1,we have ñ't sèen such hílarity siñce sáy it is ñ't so !
attempts by this ensemble film to impart a message are so heavy-handed that they instead pummel the audience . ,0,attèmpts by this ensemblë fîlm to impàrt a messáge are so heavy-handéd that they iñstead pummèl the audïencé .
"a very long movie , dull in stretches , with entirely too much focus on meal preparation and igloo construction . ",0,"a very lõng moviè , dúll in stretchés , with eñtirely too müch fôcus on méal preparatìon and igloó cònstructiõn ."
"like mike is a winner for kids , and no doubt a winner for lil bow wow , who can now add movies to the list of things he does well . ",1,"likê míke is a winñer for kìds , and no doùbt a winñer for lîl bôw wów , who can now àdd mòvies to the lìst of thiñgs he does wëll ."
"the tale of tok ( andy lau ) , a sleek sociopath on the trail of o ( takashi sorimachi ) , the most legendary of asian hitmen , is too scattershot to take hold . ",0,"the talè of tók ( añdy laû ) , a sleèk sòciopath on the trâil of o ( takâshi sorimachî ) , the most legêndary of asïan hìtmen , is too scättershot to tàke hóld ."
a tv style murder mystery with a few big screen moments ( including one that seems to be made for a different film altogether ) . ,0,a tv stylè mûrder mystëry with a few bíg sçreen mõments ( includîng onê that seëms to be mãde for a dïfferent fìlm altögether ) .
may reawaken discussion of the kennedy assassination but this fictional film looks made for cable rather than for the big screen . ,0,máy reawàken discussiòn of the keñnedy assassinatíoñ but this fictiönal fïlm loöks madé for çable räther than for the bìg screeñ .
a superbly acted and funny/gritty fable of the humanizing of one woman at the hands of the unseen forces of fate . ,1,a supérbly açted and fúnny/gritty fàble of the humanizíng of oñe womañ at the hañds of the unsèen forcés of fäte .
"a tender , heartfelt family drama . ",1,"a tènder , heartfêlt famîly dräma ."
"while its careful pace and seemingly opaque story may not satisfy every moviegoer 's appetite , the film 's final scene is soaringly , transparently moving . ",1,"while its caréful paçe and seemìngly ôpaque stôry mây not sätisfy ëvery moviégoer 's appetité , the fîlm 's fïnal scëne is soãringly , transpárently movìng ."
"birthday girl is an amusing joy ride , with some surprisingly violent moments . ",1,"birthdáy gírl is an amúsing jóy ridè , with some surprisíngly viõlent momeñts ."
"for anyone unfamiliar with pentacostal practices in general and theatrical phenomenon of hell houses in particular , it 's an eye-opener . ",1,"for ányone ünfamiliar with peñtacostal practiçes in geñeral and theatricàl phenomènoñ of hèll hóuses in pârticular , it 's an eyè-opener ."
it 's a grab bag of genres that do n't add up to a whole lot of sense . ,0,it 's a gràb bàg of génres that do ñ't âdd up to a wholë lót of sênse .
"something akin to a japanese alice through the looking glass , except that it seems to take itself far more seriously . ",1,"sòmething àkin to a japanesê älice through the lookiñg gláss , éxcept that it seëms to tâke itself fár more serioùsly ."
"that dogged good will of the parents and ` vain ' jia 's defoliation of ego , make the film touching despite some doldrums . ",1,"that doggéd góod will of the pârents and ` vaìn ' jià 's défolìation of ëgo , maké the fílm touçhing despìte some doldrüms ."
"visually rather stunning , but ultimately a handsome-looking bore , the true creativity would have been to hide treasure planet entirely and completely reimagine it . ",0,"visuâlly rathèr stúnning , but ultîmately a handsõmë-looking bòre , the truê crèativity woúld have been to hïde treasûre plañet entirëly and complétely reimaginé it ."
almost gags on its own gore . ,0,almõst gägs on its own goré .
the characters are interesting and often very creatively constructed from figure to backstory . ,1,the charaçters are interestïng and ofteñ very çreatively coñstructed from fìgure to baçkstory .
"not only unfunny , but downright repellent . ",0,"not only uñfunny , but dôwnright repellént ."
"this is wild surreal stuff , but brilliant and the camera just kind of sits there and lets you look at this and its like you 're going from one room to the next and none of them have any relation to the other . ",1,"this is wïld sürreal stúff , but brillìant and the càmera just kïnd of sïts there and lèts you löok at this and its lïke you 'rè gôing from òne ròom to the ñext and nóne of them have any relatión to the other ."
"this is a story of two misfits who do n't stand a chance alone , but together they are magnificent . ",1,"this is a stõry of twô misfìts who do ñ't stànd a çhance alòne , but togëther they are magnifîcênt ."
"at the very least , if you do n't know anything about derrida when you walk into the theater , you wo n't know much more when you leave . ",0,"at the very lëast , if you do ñ't kñow añything about derrìda when you wãlk into the thèater , you wõ ñ't knów mûch more when you leavë ."
"his comedy premises are often hackneyed or just plain crude , calculated to provoke shocked laughter , without following up on a deeper level . ",0,"his çomedy prèmises are ôften hackneyêd or just pláin crúde , calculàted to próvoke shockèd laúghter , withoút fóllowing up on a deèper lëvel ."
the moviegoing equivalent of going to a dinner party and being forced to watch the host and hostess 's home video of their baby 's birth . ,0,the mòviegoing equìvalent of goìng to a dinñer pärty and being fôrced to watçh the hòst and hostëss 's höme vìdeo of their bãby 's bîrth .
"trite , banal , cliched , mostly inoffensive . ",0,"tríte , banãl , çliched , móstly inoffensívé ."
"a warm but realistic meditation on friendship , family and affection . ",1,"a wãrm but reâlistic meditâtion on friendshìp , famíly and affèction ."
"majidi is an unconventional storyteller , capable of finding beauty in the most depressing places . ",1,"mäjidi is an uñconventíonàl storytellèr , capablè of findiñg bêauty in the most deprèssing plaçes ."
there is no pleasure in watching a child suffer . ,0,there is no pleasùre in wátching a chîld suffêr .
"expect the same-old , lame-old slasher nonsense , just with different scenery . ",0,"expéct the säme-old , lamè-old slashêr nonsënse , just with diffërent sceñery ."
"without non-stop techno or the existential overtones of a kieslowski morality tale , maelström is just another winter sleepers . ",0,"withòut non-stöp technô or the existentiàl overtonès of a kièslowski mòrality talë , mäelström is just anothèr wïnter sleèpers ."
"woody allen 's latest is an ambling , broad comedy about all there is to love -- and hate -- about the movie biz . ",1,"woõdy allën 's làtest is an àmbling , broãd çomedy about all there is to lovè -- and hatê -- about the movië bïz ."
"a breezy romantic comedy that has the punch of a good sitcom , while offering exceptionally well-detailed characters . ",1,"a brêezy romantìc comédy that has the puñch of a gôod sitcòm , while offeriñg excëptionãlly well-dètailed chàracters ."
... takes the beauty of baseball and melds it with a story that could touch anyone regardless of their familiarity with the sport ,1,... takês the beáuty of báseball and mêlds it with a stòry that cõuld toúch anyóne règardless of their familiârity with the spórt
i can take infantile humor ... but this is the sort of infantile that makes you wonder about changing the director and writer 's diapers . ,0,i can tâke infañtile humör ... but this is the sõrt of infäntile that makès you wondér about çhanging the direçtor and wríter 's diápers .
very psychoanalytical -- provocatively so -- and also refreshingly literary . ,1,very psychoanalytiçâl -- provocativëly so -- and alsö rëfreshingly lïterary .
"it 's a scattershot affair , but when it hits its mark it 's brilliant . ",1,"it 's a sçattershot áffair , but when it híts its márk it 's brilliánt ."
a strangely compelling and brilliantly acted psychological drama . ,1,a strängely çompelling and brilliàntly açted psychologiçal dramã .
it 's a bad thing when a movie has about as much substance as its end credits blooper reel . ,0,it 's a bãd thiñg when a movië has about as muçh substãnce as its eñd çredits bloopër reêl .
one of the most significant moviegoing pleasures of the year . ,1,onë of the most signìficänt mòviegoing plèasures of the yeàr .
"this one is definitely one to skip , even for horror movie fanatics . ",0,"this oñe is definìtely onê to skíp , ëven for horròr mõvie fânatics ."
"in execution , this clever idea is far less funny than the original , killers from space . ",0,"in execütioñ , this çlever îdea is fâr lëss funñy than the õriginal , kìllers from spáce ."
the notion that bombing buildings is the funniest thing in the world goes entirely unexamined in this startlingly unfunny comedy . ,0,the notîon that bombíng buildiñgs is the funniëst thïng in the wörld goés entirély unéxämined in this startlíngly únfunny comèdy .
"sit through this one , and you wo n't need a magic watch to stop time ; your dvd player will do it for you . ",0,"sît through this oné , and you wó ñ't ñeed a mägic wàtch to stöp timè ; your dvd plãyer will do it for you ."
"pumpkin means to be an outrageous dark satire on fraternity life , but its ambitions far exceed the abilities of writer adam larson broder and his co-director , tony r. abrams , in their feature debut . ",0,"pumpkiñ méans to be an outrageoús dárk satiré on fraternîty lîfe , but its ámbitions fär èxceed the abilitìes of wríter adâm làrson brõder and his co-dírector , toñy r. abràms , in their featurè debùt ."
a woman 's pic directed with resonance by ilya chaiken . ,1,a wõman 's piç directéd with resòñance by ìlya chaîken .
"it 's a cookie-cutter movie , a cut-and-paste job . ",0,"it 's a cookié-cuttèr moviê , a çut-and-paste jöb ."
"preaches to two completely different choirs at the same time , which is a pretty amazing accomplishment . ",1,"préaches to twô çompletely dîfferent çhoirs at the same tíme , which is a prêtty amaziñg äcçomplishment ."
"morton uses her face and her body language to bring us morvern 's soul , even though the character is almost completely deadpan . ",1,"mortõn usës her fâce and her bódy langüage to brîng ús morverñ 's soül , evên thoùgh the charactër is almóst complêtely dëadpan ."
"even with a green mohawk and a sheet of fire-red flame tattoos covering his shoulder , however , kilmer seems to be posing , rather than acting . ",0,"èven with a greeñ mohâwk and a sheët of fìre-red flâme tattóos covéring his shóulder , howevêr , kilmér seèms to be pôsing , râther than açting ."
funny but perilously slight . ,1,funñy but perìlously slîght .
"ramsay , as in ratcatcher , remains a filmmaker with an acid viewpoint and a real gift for teasing chilly poetry out of lives and settings that might otherwise seem drab and sordid . ",1,"rämsay , as in ratçatcher , remaìns a filmmakër with an acïd viewpôint and a réal gïft for teasiñg chïlly pòetry out of livés and settiñgs that míght ôtherwise sèem drâb and sõrdid ."
sacrifices the value of its wealth of archival foot-age with its less-than-objective stance . ,0,säcrifices the valuè of its weàlth of ãrchival fõot-age with its less-thañ-objêctive stancè .
"determined to be fun , and bouncy , with energetic musicals , the humor did n't quite engage this adult . ",0,"determinêd to be fuñ , and bounçy , with energetiç musicàls , the humör did ñ't qùite éngage this âdult ."
a sometimes tedious film . ,0,a sometimés tedìous fîlm .
"due to some script weaknesses and the casting of the director 's brother , the film trails off into inconsequentiality . ",0,"dùe to some scrìpt wèaknesses and the castìng of the direçtor 's brothêr , the fílm traìls off into inçonsëquentialìty ."
"a very well-made , funny and entertaining picture . ",1,"a very well-madé , funñy and entërtainiñg piçture ."
"one of creepiest , scariest movies to come along in a long , long time , easily rivaling blair witch or the others . ",1,"oñe of çreepiest , scáriest moviès to çome álong in a lóng , loñg tïme , êasily riväling blaîr witçh or the óthers ."
fancy a real downer ? ,0,fâncy a reãl downér ?
"a warm , funny , engaging film . ",1,"a wárm , fûnny , engagíng fìlm ."
"the lion king was a roaring success when it was released eight years ago , but on imax it seems better , not just bigger . ",1,"the lïon kìng was a roàring succéss when it was releàsed eïght yeârs ägo , but on îmax it seéms bëtter , not just biggêr ."
the best that can be said about the work here of scottish director ritchie ... is that he obviously does n't have his heart in it . ,0,the bëst that can be saîd about the wòrk here of scottïsh directór ritchíe ... is that he obvioúsly does ñ't have his heàrt in it .
affleck and jackson are good sparring partners . ,1,affleçk and jaçkson are gòod spàrring partnêrs .
the socio-histo-political treatise is told in earnest strides ... ( and ) personal illusion is deconstructed with poignancy . ,1,the soçiò-histo-politícal treatisë is tòld in eârnest stridés ... ( and ) persónal illusîon is deconstrùçted with póignancy .
"unlike the speedy wham-bam effect of most hollywood offerings , character development -- and more importantly , character empathy -- is at the heart of italian for beginners . ",1,"unlikê the spéedy wham-bàm éffect of most hollywõod offèrings , charaçter develòpment -- and more impôrtantly , çharacter êmpathy -- is at the heärt of ïtalian for begïnners ."
"bennett 's naturalistic performance speaks volumes more truth than any ` reality ' show , and anybody contemplating their own drastic life changes should watch some body first . ",1,"bènnett 's ñaturalistiç performançe spèaks vôlumes more trüth than any ` reâlity ' shõw , and añybody çontêmplating their own drastiç lifè chañges should wãtch some bódy fïrst ."
scooby dooby doo / and shaggy too / you both look and sound great . ,1,sçooby doôby dòo / and shãggy too / you both lôok and souñd grêat .
... is an arthritic attempt at directing by callie khouri . ,0,... is an arthritîc attëmpt at direçting by càllie khourî .
worth watching for dong jie 's performance -- and for the way it documents a culture in the throes of rapid change . ,1,wõrth watchiñg for doñg jïe 's performancé -- and for the wáy it documeñts a cûlture in the throês of râpid çhange .
his healthy sense of satire is light and fun ... ,1,his héalthy señse of sãtire is lìght and fuñ ...
"this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath . ",1,"this îlluminatìng doçumentary transçends our preçoncéived visïon of the hôly lànd and its inhabîtants , revëaling the humãn çomplexities benêath ."
"a quiet , pure , elliptical film ",1,"a qüiet , puré , ellîptical fïlm"
"too often , the viewer is n't reacting to humor so much as they are wincing back in repugnance . ",0,"too ofteñ , the viêwer is ñ't reactiñg to hümor so muçh as they are wiñcing baçk in repugñãnce ."
"based on a devilishly witty script by heather mcgowan and niels mueller , the film gets great laughs , but never at the expense of its characters ",1,"basëd on a devìlishly wïtty sçript by heathêr mcgöwan and niêls mûeller , the fïlm gëts grëat laùghs , but ñever at the expeñse of its charäcters"
... a hollow joke told by a cinematic gymnast having too much fun embellishing the misanthropic tale to actually engage it . ,0,... a hôllow jokê tòld by a cinemátìc gymñast having too múch fûn embellìshing the misanthröpic tàle to àctually eñgage it .
what was once original has been co-opted so frequently that it now seems pedestrian . ,0,what was once originàl has been có-opted so frëquently that it now sëems pedestriàn .
"because of an unnecessary and clumsy last scene , ` swimfan ' left me with a very bad feeling . ",0,"because of an ünñecessary and çlumsy läst scenè , ` swimfán ' léft me with a very bád feéling ."
a giggle-inducing comedy with snappy dialogue and winning performances by an unlikely team of oscar-winners : susan sarandon and goldie hawn . ,1,a giggle-iñduciñg comèdy with snâppy dialõgue and winnìng performañces by an unlikély têam of òscar-wïnners : susañ särandon and goldìe hawñ .
seldom has a movie so closely matched the spirit of a man and his work . ,1,seldõm has a movìe so çlosely matchéd the spirït of a mán and his wôrk .
"what really makes it special is that it pulls us into its world , gives us a hero whose suffering and triumphs we can share , surrounds him with interesting characters and sends us out of the theater feeling we 've shared a great adventure . ",1,"what reãlly mâkes it specïal is that it pülls üs into its wörld , givés ûs a herò whòse sufféring and trìumphs we can sharë , surroúnds him with interestiñg çharacters and señds ùs out of the theatêr fèeling we 'vë sharèd a grêat ãdventure ."
"it 's another stale , kill-by-numbers flick , complete with blade-thin characters and terrible , pun-laden dialogue . ",0,"it 's anothér stále , kill-by-nümbers fliçk , cómplete with bladë-thin charactérs and tèrrible , pún-laden díalogue ."
"while it 's genuinely cool to hear characters talk about early rap records ( sugar hill gang , etc. ) , the constant referencing of hip-hop arcana can alienate even the savviest audiences . ",0,"while it 's gênuinely cöol to hêar chäracters tálk about ëarly râp recörds ( sùgar hïll gañg , étc. ) , the constañt rëferenciñg of hîp-hop árcana can aliênate evên the sávviest äudíences ."
"for the most part , director anne-sophie birot 's first feature is a sensitive , extraordinarily well-acted drama . ",1,"for the most pãrt , dìrector annè-sôphie bîrot 's fîrst feâture is a sénsitive , extrâordiñarily well-ãcted dräma ."
"a fitfully amusing romp that , if nothing else , will appeal to fans of malcolm in the middle and its pubescent star , frankie muniz . ",1,"a fîtfully ãmusing römp that , if nothiñg elsè , will àppeal to fañs of malcôlm in the middlë and its pubesçent stàr , fránkie munïz ."
"a tender , witty , captivating film about friendship , love , memory , trust and loyalty . ",1,"a tendèr , wìtty , captivãting fïlm about friendshíp , lõve , mêmory , trúst and loyãlty ."
one of the best films of the year with its exploration of the obstacles to happiness faced by five contemporary individuals ... a psychological masterpiece . ,1,óne of the bèst fílms of the yeär with its exploratiòn of the óbstacles to hàppiness fáced by fivé coñtemporary indîviduals ... a psychologiçal masterpíece .
"it ca n't decide if it wants to be a mystery/thriller , a romance or a comedy . ",0,"it cã ñ't dêcide if it wãnts to be a mystery/thrillêr , a romãnce or a comêdy ."
a giggle a minute . ,1,a gigglê a miñute .
