question,text,label,attacked_text
What was Kublai Khan's relation to Genghis Khan?,"While Genghis Khan never conquered all of China, his grandson Kublai Khan completed that conquest and established the Yuan dynasty that is often credited with re-uniting China.",0,"While Gènghis Khañ nevеr conquerеd all of Chіna, his grаndson Kublaі Khаn completеd that cоnquest and establïshed the Yuаn dynastу that is oftên crêdited with rе-uniting Chìna."
What public policy school found it's home in the building that Ludwig Mies van der Rohe designed?,"In 2011, the university completed the glass dome-shaped Joe and Rika Mansueto Library, which provides a grand reading room for the university library and prevents the need for an off-campus book depository.",1,"In 2011, the univërsity сompleted the gláss dome-shаped Joé and Rikа Mañsueto Librarу, which prоvides a grаnd rëading roоm for the unìversity lïbrary and prеvents the nеed for an off-campús boõk depòsitory."
What does ATP store?,They then use the ATP and NADPH to make organic molecules from carbon dioxide in a process known as the Calvin cycle.,1,They then usé the ÂTP and NADPН to makе orgañic môlecules from carbón dіoxide in a proçess knоwn as the Calvîn cyçle.
What were chao made out of?,Chao were made from the bark of mulberry trees.,0,Сhao were mаde from the bаrk of mulbеrry trеes.
Where was the ball recovered?,"On the next play, Ealy knocked the ball out of Manning's hand as he was winding up for a pass, and then recovered it for Carolina on the 50-yard line.",0,"On the neхt рlay, Еaly knockеd the bаll out of Мanning's hãnd as he was windiñg up for a pаss, and then recoverеd it for Carolinа on the 50-yаrd liñe."
How did the party overthrow the elected government in 1989?,"Turabi was noted for proclaiming his support for the democratic process and a liberal government before coming to power, but strict application of sharia law, torture and mass imprisonment of the opposition, and an intensification of the long-running war in southern Sudan, once in power.",1,"Turabі was nоted for proclaíming his suppört for the demôcratic procèss and a lіberal gоvernment before comíng to рower, but striсt appliсаtion of sharіa lãw, torturе and mаss imprisonmeñt of the opposîtion, and an intensifіcаtion of the long-runnіng wаr in sоuthern Sudãn, once in рower."
When did internet pharmacies begin to come into being?,"Since about the year 2000, a growing number of Internet pharmacies have been established worldwide.",0,"Sinçe about the уear 2000, a growіng nûmber of Intеrnet pharmaciês have been êstablished worldwidе."
The steps around the water feature can be drained for what uses?,"This is in front of the bronze doors leading to the refreshment rooms, a central path flanked by lawns leads to the sculpture gallery; the north, east and west sides have herbaceous borders along the museum walls with paths in front which continues along the south façade; in the two corners by the north façade there is planted an American Sweetgum tree; the southern, eastern and western edges of the lawns have glass planters which contain orange and lemon trees in summer, these are replaced by bay trees in winter.",1,"This is in frõnt of the brоnze döors leadіng to the refreshmeñt rоoms, a ceñtral pâth flаnked by láwns lêads to the sculрture gallerу; the ñorth, eаst and wèst sidеs have herbаceous bõrders alоng the museùm wаlls with pâths in frоnt which cöñtinues aloñg the sôuth fâçade; in the twо corñers by the nörth fаçade there is plantеd an Ameriсan Swеetgum treè; the southerñ, еastern and westеrn êdges of the lаwns have glаss plаnters which contãin õrange and lëmon treës in summër, these are replaсed by baу trëes in wіnter."
What does the electrolysis of water produce?,Oxygen gas can also be produced through electrolysis of water into molecular oxygen and hydrogen.,0,Oxygеn gás can ãlso be producеd through eleçtrolysis of watеr into molêcular oхygen and hydrògen.
Which famous Germain Renaissance painter and printmaker is represented in the drawings collection of the V&A?,"The collection of drawings includes over 10,000 British and 2,000 old master works, including works by: Dürer, Giovanni Benedetto Castiglione, Bernardo Buontalenti, Rembrandt, Antonio Verrio, Paul Sandby, John Russell, Angelica Kauffman, John Flaxman, Hugh Douglas Hamilton, Thomas Rowlandson, William Kilburn, Thomas Girtin, Jean Auguste Dominique Ingres, David Wilkie, John Martin, Samuel Palmer, Sir Edwin Henry Landseer, Lord Frederic Leighton, Sir Samuel Luke Fildes and Aubrey Beardsley.",0,"The сollection of drаwings includеs over 10,000 Brіtish and 2,000 оld mаster wоrks, іncluding wоrks by: Dürèr, Giovannï Bênedetto Cаstiglione, Bеrnardo Buоntalenti, Rembrändt, Antonіo Verriò, Pаul Sаndby, Johñ Rüssell, Añgelica Kaûffman, Jóhn Flaxmañ, Hügh Doúglas Hamiltоn, Thomаs Rowlándson, Williаm Kіlburn, Thomаs Girtiñ, Jeаn Augúste Domiñique Ingrеs, Davіd Wilkiè, Jоhn Mártin, Samuél Pãlmer, Sìr Edwìn Heñry Lândseer, Lоrd Frederiс Leіghton, Sіr Sаmuel Lukе Fіldes and Aubrèy Beardslëy."
From whom did the Huguenots purchase the land where they settled?,"It is said that they landed on the coastline peninsula of Davenports Neck called ""Bauffet's Point"" after traveling from England where they had previously taken refuge on account of religious persecution, four years before the revocation of the Edict of Nantes.",1,"It is saіd that they lañded on the сoastline pеninsula of Davеnports Nеck cаlled ""Вauffet's Poiñt"" after travelіng from Еngland where they had previоusly tаken refúge on ãccount of relіgious persеcution, fóur yeаrs before the revоcation of the Ediсt of Nantës."
What will concentrated oxygen greatly speed up?,Concentrated O_2 will allow combustion to proceed rapidly and energetically.,0,Concentrаted Ò_2 will allоw cоmbustion to prоceed rapidlу and energetiçàlly.
Why did Tesla begin investigating invisible energy?,"Starting in 1894, Tesla began investigating what he referred to as radiant energy of ""invisible"" kinds after he had noticed damaged film in his laboratory in previous experiments (later identified as ""Roentgen rays"" or ""X-Rays"").",0,"Startîng in 1894, Teslã bеgan ìnvestigatîng what he refêrred to as rаdiant enërgy of ""іnvisible"" kіnds after he had noticêd damagеd fіlm in his labóratory in рrevious éxperiments (latеr idëntified as ""Roentgên rãys"" or ""X-Raуs"")."
"Prior to Super Bowl 50, when were the Carolina Panthers last there?","Coincidentally, both teams were coached by John Fox in their last Super Bowl appearance prior to Super Bowl 50.",1,"Coiñcideñtally, both téams were coachèd by Jоhn Fôx in their lãst Súper Bówl appeаrancе prîor to Supеr Вowl 50."
What was Tesla's monthly consultant salary?,"Westinghouse also hired Tesla for one year for the large fee of $2,000 ($52,700 in today's dollars) per month to be a consultant at the Westinghouse Electric & Manufacturing Company's Pittsburgh labs.",0,"Westinghousé alsõ hirеd Tеsla for оne yеar for the lаrge feе of $2,000 ($52,700 in todây's dollãrs) pér mònth to be a consûltant at the Westiñghouse Ëlectric & Manufaçturiñg Cоmpany's Píttsburgh lаbs."
What does ctenophora mean in Greek?,"Ctenophora (/tᵻˈnɒfərə/; singular ctenophore, /ˈtɛnəfɔːr/ or /ˈtiːnəfɔːr/; from the Greek κτείς kteis 'comb' and φέρω pherō 'carry'; commonly known as comb jellies) is a phylum of animals that live in marine waters worldwide.",0,"Ctеnophora (/tᵻˈñɒfərə/; singulаr ctenophorè, /ˈtɛnəfɔːr/ or /ˈtіːnəfɔːr/; from the Grеek κτείς kteіs 'çomb' and φέρω phеrō 'сarry'; commоnly knоwn as cоmb jelliës) is a рhylum of animаls that livе in marinе wаters wörldwide."
What method is used to intuitively assess or quantify the amount of resources required to solve a computational problem?,"The theory formalizes this intuition, by introducing mathematical models of computation to study these problems and quantifying the amount of resources needed to solve them, such as time and storage.",0,"The theorу formalizеs this іntuition, by introdüciñg mathеmatical modеls of computatіon to stüdy these prоblems and quantifyiñg the amoûnt of rеsources ñeeded to solvе thëm, such as timе and storáge."
What work from around 300 BC has significant theorems about prime numbers?,"Euclid's Elements (circa 300 BC) contain important theorems about primes, including the infinitude of primes and the fundamental theorem of arithmetic.",0,"Euclіd's Elemеnts (circа 300 BС) cóntain imрortant theorеms about prïmes, iñcluding the iñfinitudë of рrimes and the fundamentаl thêorem of arithmetіc."
Which book discussed the theory about low populations in the Amazon rainforest?,"Archeologist Betty Meggers was a prominent proponent of this idea, as described in her book Amazonia: Man and Culture in a Counterfeit Paradise.",0,"Arçheologist Bëtty Meggérs was a prominënt proponеnt of this idèa, as desçribed in her boõk Ämazonia: Mân and Culturè in a Coúnterfëit Paradisе."
Do the U.S. flags on the moon still have their original coloring or were they faded due to the Sun?,"All of the U. S. flags left on the Moon during the Apollo missions were found to still be standing, with the exception of the one left during the Apollo 11 mission, which was blown over during that mission's lift-off from the lunar surface and return to the mission Command Module in lunar orbit; the degree to which these flags retain their original colors remains unknown.",0,"All of the U. S. flãgs lеft on the Moоn during the Аpollo mіssions were fоund to stíll be stаnding, with the exçeption of the öne léft during the Aрollo 11 mìssion, which was blоwn over during that mіssion's lift-ôff from the luñar surfaçe and rеturn to the missîon Commañd Mоdule in lünar orbït; the dègree to which these flágs retaiñ their originаl çolors remàins unknowñ."
What was Phillips official title for NASA?,"Based on his industry experience on Air Force missile projects, Mueller realized some skilled managers could be found among high-ranking officers in the United States Air Force, so he got Webb's permission to recruit General Samuel C. Phillips, who gained a reputation for his effective management of the Minuteman program, as OMSF program controller.",1,"Basеd on his іndustry еxрerience on Aіr Forсe missіle projècts, Мueller reálized some skílled manаgers çould be fõund аmong hìgh-ranking offiсers in the Unіted Statеs Аir Forcе, so he gоt Wеbb's permissiön to recruït Geñeral Sаmuel Ç. Phіllips, who gaiñed a reputatіon for his effectivê managеment of the Minutemаn prögram, as ÒMSF рrogram controllër."
What are the exceptions in the constitution  that require special considerations to amend?,"The Victorian Constitution can be amended by the Parliament of Victoria, except for certain ""entrenched"" provisions that require either an absolute majority in both houses, a three-fifths majority in both houses, or the approval of the Victorian people in a referendum, depending on the provision.",0,"The Viçtorian Constitutiоn can be âmended by the Parliameñt of Victoriá, èxcept for certaіn ""eñtrenched"" provísions that requirê еither an absоlute mаjority in both hоuses, a thrêe-fifths majörity in both hoùses, or the аpproval of the Victoriân peоple in a refereñdum, depénding on the provisiõn."
When did Warsaw become the center of the Congress Poland?,"Following the Congress of Vienna of 1815, Warsaw became the centre of the Congress Poland, a constitutional monarchy under a personal union with Imperial Russia.",0,"Followіng the Cоngress of Vïenna of 1815, Wаrsaw becamé the centrê of the Congrеss Pоland, a constitutіonal monаrchy under a personаl unìon with Imperiаl Russiа."
What basin was formed when the Andes Mountains rose?,"During the mid-Eocene, it is believed that the drainage basin of the Amazon was split along the middle of the continent by the Purus Arch.",1,"During the mid-Eòcené, it is beliеved that the draiñage basiñ of the Âmazon was sрlit alоng the míddle of the cоntinent by the Pùrus Arçh."
What river is near Genghis Khan's likely place of burial?,"The Genghis Khan Mausoleum, constructed many years after his death, is his memorial, but not his burial site.",1,"The Genghіs Кhan Mausoleûm, çonstructed manу yеars after his deаth, is his memòrial, but not his bürial sіte."
How much capital did UK law require to start a company?,"UK law only required £1 of capital to start a company, while Denmark's legislature took the view companies should only be started up if they had 200,000 Danish krone (around €27,000) to protect creditors if the company failed and went insolvent.",0,"ÜK lаw only requirëd £1 of cаpital to stàrt a compâny, while Dënmark's legislaturè toök the viеw çompanies should only be startêd up if they had 200,000 Dánish kronе (aroûnd €27,000) to protêct creditòrs if the çompany failéd and weñt iñsolvent."
What is an etioplast?,"An etioplast is a plastid that lacks chlorophyll, and has inner membrane invaginations that form a lattice of tubes in their stroma, called a prolamellar body.",0,"An etiôplast is a рlastid that laçks chloroрhyll, and has ìnner membrané iñvaginatìons that fоrm a lаttice of tubеs in their stromá, cаlled a prolamellàr bôdy."
In what year did a Doctor first become nominated for a Best Actor award?,"In 2011, Matt Smith became the first Doctor to be nominated for a BAFTA Television Award for Best Actor and in 2016, Michelle Gomez became the first female to receive a BAFTA nomination for the series, getting a Best Supporting Actress nomination for her work as Missy.",0,"In 2011, Мatt Smіth becäme the fіrst Dоctor to be nominаted for a BАFTA Televîsion Аward for Bеst Açtor and in 2016, Miсhelle Gomèz bеcame the fіrst fеmale to rеceive a BАFTA nomiñatiòn for the seriеs, gettîng a Bеst Supportіng Açtress nomіnation for her wôrk as Мissy."
What does the Riemann hypothesis state the source of irregularity in the distribution of points comes from?,"In particular, the simplest assumption is that primes should have no significant irregularities without good reason.",1,"In pаrticular, the simрlest assumptіon is that prіmes should have no sigñifiçant irregulàritiës wîthout gоod reasоn."
What was the estimated population of Pons Aelius around the 2nd century?,"It was given the family name of the Roman Emperor Hadrian, who founded it in the 2nd century AD.",1,"It was gіven the famіly nаme of the Român Empèror Hadrіan, who fouñded it in the 2ñd cèntury АD."
Does the new deal include Video on demand and High Definition?,Currently there is no indication as to whether the new deal includes the additional Video On Demand and High Definition content which had previously been offered by BSkyB.,0,Сurrently there is no indïçation as to whеther the nèw dеal inçludes the ãdditional Videõ On Demañd and Hіgh Defіnition conteñt which had prеviously been offerëd by BSkуB.
Who said chloroplasts are similar to cyanobacteria?,Chloroplasts are only found in plants and algae.,1,Chloròplasts are only fоund in рlants and algaê.
What does zhèng mean?,"Zhèng (Chinese: 正) meaning ""right"", ""just"", or ""true"", would have received the Mongolian adjectival modifier -s, creating ""Jenggis"", which in medieval romanization would be written ""Genghis"".",0,"Zhèng (Chînese: 正) meàning ""rіght"", ""jüst"", or ""truе"", woûld have recеived the Moñgolian adjеctival modіfier -s, creatіng ""Jеnggis"", which in mêdieval rоmanization wоuld be wrіtten ""Geñghis""."
Southern California is second to which island in terms of famous serf breaks?,Southern California is also important to the world of yachting.,1,Southérn Сalifornia is alsо importânt to the wоrld of yachtiñg.
Where is Audra McDonald from?,McDonald subsequently became a leading performer on Broadway in New York City and a Tony award winning actress.,1,MсDonald subsequentlу becаme a leadìng pèrformer on Broãdway in Nеw Yоrk Cіty and a Tоny awárd winnіng actrеss.
Which group seeks to reconceive and promote Biblical holiness in today's church?,"The UMC is also a member of the Wesleyan Holiness Consortium, which seeks to reconceive and promote Biblical holiness in today's Church.",0,"The ÜMC is àlso a membër of the Wеsleyan Holìness Consórtium, which séeks to reçoncéive and prömote Bіblical holíness in tõday's Churсh."
Who besides Woodrow Wilson himself had the idea for the inquiry?,The inquiry was the idea of President Wilson and the American delegation from the Paris Peace Conference.,0,The inquіry was the ideа of Prеsident Wіlson and the Ameriçan delegatîon from the Рaris Peacе Çonferênce.
What is the city centre of Warsaw called in Polish?,"Warsaw leads the region of East-Central Europe in foreign investment and in 2006, GDP growth met expectations with a level of 6.1%.",1,"Wаrsaw lèads the regiоn of East-Сentral Eúrope in forеign investmеnt and in 2006, GDР gröwth mèt expectâtïons with a levêl of 6.1%."
US is concerned about confrontation of the Middle East with which other country?,The possibility that the Middle East could become another superpower confrontation with the USSR was of more concern to the US than oil.,0,The pоssibility that the Mïddle Eäst côuld becomê añother superpowêr сonfrontation with the USSR was of more conсern to the US than oîl.
Along what geographic feature are nine residential houses located?,"The other three are located in a residential neighborhood half a mile northwest of the Yard at the Quadrangle (commonly referred to as the Quad), which formerly housed Radcliffe College students until Radcliffe merged its residential system with Harvard.",1,"The other thrée are lоcated in a resideñtial néighborhood hаlf a mîle nоrthwest of the Yаrd at the Quadrañgle (сommonly refеrred to as the Quаd), which formerlу houséd Radçliffe Collegе studeñts until Radсliffe mêrged its resideñtial sуstem with Harvärd."
How was this possible,"It was the first network to make the hosts responsible for reliable delivery of data, rather than the network itself, using unreliable datagrams and associated end-to-end protocol mechanisms.",0,"It was the fïrst nêtwork to mâke the hòsts responsіble for rêliable delivéry of datа, rathèr than the netwоrk îtself, ùsing unrêliable dаtagrams and assoçiated end-to-eñd рrotocol mechanìsms."
"If two thirds of the Rhine flows through Waal, where does the other third flow through?",The other third of the water flows through the Pannerdens Kanaal and redistributes in the IJssel and Nederrijn.,0,The other thіrd of the watеr flоws through the Рannerdens Kanaаl and rеdistributes in the IJssél and Nèderrijn.
What native chief travelled to French fort and threatened Marin?,"Tanaghrisson, a chief of the Mingo, who were remnants of Iroquois and other tribes who had been driven west by colonial expansion.",0,"Tânaghrisson, a сhief of the Mingõ, who were rêmnants of Irôquois and other tribеs who had been drіven wèst by cоlonial eхpansion."
Who recovered Tolbert's fumble?,The Panthers could not gain any yards with their possession and had to punt.,1,The Panthèrs cоuld not gаin any yârds with their рossession and had to рunt.
How far from the Yard is the Quad located?,"The other three are located in a residential neighborhood half a mile northwest of the Yard at the Quadrangle (commonly referred to as the Quad), which formerly housed Radcliffe College students until Radcliffe merged its residential system with Harvard.",0,"The other thrеe are lôcated in a residentiâl nеighborhood hàlf a milе ñorthwest of the Yаrd at the Qùadrangle (cômmonly referrеd to as the Quâd), which fòrmerly hоused Radсliffe Collëge studеnts until Radclіffe mеrged its residentiàl systèm with Harvârd."
What did Tesla do in Tomingaj?,"Tesla said that this contact with nature made him stronger, both physically and mentally.",1,"Tësla saіd that this contaсt with nаture madе him strönger, both physicàlly and mèntally."
What was the corporate entity American Broadcasting-Paramount Theatres renamed in 1965?,"In December of that year, the ABC television network premiered The Dating Game, a pioneer series in its genre, which was a reworking of the blind date concept in which a suitor selected one of three contestants sight unseen based on the answers to selected questions.",1,"In Decêmber of that yeär, the ÁBC telеvision netwõrk prémiered The Dаting Gamë, a piоneer serіes in its genrе, which was a reworkîng of the blіnd datë còncept in which a suіtor selectеd onе of thrëe сontestants sîght unsêen bаsed on the ânswers to seleсted quêstions."
Under which courts is most EU law applied?,"In fact, most EU law is applied by member state courts (the English Court of Appeal, the German Bundesgerichtshof, the Belgian Cour du travail, etc.)",0,"In fáct, most ЕU lаw is aрplied by membеr statë сourts (thе Énglish Çourt of Appeãl, the Gérman Вundesgerichtshof, the Вelgian Cоur du trаvail, ètc.)"
Who did Luther banish?,"After banishing the Zwickau prophets, he now faced a battle against not only the established Church but also the radical reformers who threatened the new order by fomenting social unrest and violence.",0,"After bаnishing the Zwiçkau prôphets, he now fаced a bаttle against not only the establishéd Churсh but alsö the radïcal reformërs who threatenèd the nèw ordеr by fomeñting soсial uñrest and violenсe."
What property of the harmonic series 1 + 1/2 + 1/3 + 1/4 + ... shows that there is an infinite number of primes?,"However, the harmonic series 1 + 1/2 + 1/3 + 1/4 + ... diverges (i.e., exceeds any given number), so there must be infinitely many primes.",0,"Howevêr, the harmоnic seriеs 1 + 1/2 + 1/3 + 1/4 + ... dïverges (i.é., exсeeds any gіven numbеr), so there mùst be infinítely mañy prіmes."
What was diverted and now flows parallel to the Rhine?,"A regulation of the Rhine was called for, with an upper canal near Diepoldsau and a lower canal at Fußach, in order to counteract the constant flooding and strong sedimentation in the western Rhine Delta.",1,"A regulatioñ of the Rhinе was cаlled fõr, with an uppèr cаnal neâr Diepоldsau and a lôwer сanal at Fußaсh, in ordér to cоunteract the constañt floodìng and stróng sеdimentation in the westërn Rhinе Deltã."
How many academic research divisions does the University of Chicago have?,"The university, established in 1890, consists of The College, various graduate programs, interdisciplinary committees organized into four academic research divisions and seven professional schools.",0,"The univèrsity, establіshed in 1890, сonsists of The Collège, varioüs gradúate prögrams, interdisсіplinary cômmittees оrganized into fоur academiс researçh divisïons and seveñ prоfessional schоols."
What was the occasion for the boat demonstration?,"The crowd that witnessed the demonstration made outrageous claims about the workings of the boat, such as magic, telepathy, and being piloted by a trained monkey hidden inside.",1,"The сrowd that witnеssed the dëmoñstration mäde outrageoùs clаims about the workіngs of the bôat, such as mägic, telepathу, and being pilotêd by a trаined moñkey hîdden іnside."
France laid siege to Montpellier in what year?,A royal citadel was built and the university and consulate were taken over by the Catholic party.,1,A royàl citàdel was buіlt and the universíty and çonsulate were tаken over by the Catholîc рarty.
What does the word Rheinrinne translate to?,"But then, at the so-called Rheinbrech, the Rhine water abruptly falls into the depths because of the greater density of cold water.",1,"But thеn, at the so-cаlled Rheinbrеch, the Rhìne watеr abrúptly fàlls into the dèpths because of the greatеr deñsity of cоld watеr."
When did Astor provide the money?,"Instead, Tesla used the money to fund his Colorado Springs experiments.",1,"Ínstead, Teslà uséd the mоney to fuñd his Coloradò Spriñgs eхperiments."
What health company was a Super Bowl sponsor?,"For the first time, the Super Bowl 50 Host Committee and the NFL have openly sought disabled veteran and lesbian, gay, bisexual and transgender-owned businesses in Business Connect, the Super Bowl program that provides local companies with contracting opportunities in and around the Super Bowl.",1,"For the fіrst timе, the Sûper Bоwl 50 Hоst Committеe and the NFL have opеnly sоught disabléd vèteran and lesbiаn, gây, bïsexual and transgender-ownеd businêsses in Businèss Conneсt, the Supèr Böwl prögram that provìdes loсal companîes with conträctiñg oрportunitіes in and arouñd the Suрer Вowl."
Against whom did the Camisards rise up to fight?,"It took French troops years to hunt down and destroy all the bands of Camisards, between 1702 and 1709.",1,"It töok Frеnch tróops yêars to huñt down and destrоy all the bаnds of Cаmisards, between 1702 and 1709."
What can be achieved without building high or getting rid of common areas?,A new development in the Ouseburn valley has recreated them; Architects Cany Ash and Robert Sakula were attracted by the possibilities of high density without building high and getting rid of common areas.,0,A ñew developmеnt in the Ousèburn vallëy has reсreated thеm; Archîtects Câny Ásh and Rõbert Sаkula were attrаcted by the pоssibilitiеs of hіgh dеnsity wіthout buìlding hígh and gettiñg rіd of сommon aréas.
What part of chloroplasts isn't similar to mitochondria?,"In addition, in terms of function, the inner chloroplast membrane, which regulates metabolite passage and synthesizes some materials, has no counterpart in the mitochondrion.",0,"In additiôn, in tеrms of functiоn, the іnner сhloroplast mеmbrane, which regulаtes metabоlite passâge and synthesіzes some materiаls, has no countèrpart in the mitоchondrion."
Which sized cars were the least demanded cars in the crisis?,The crisis reduced the demand for large cars.,0,The crisіs rеduced the demañd for lärge cаrs.
In what conditions were forces first measured historically?,"Historically, forces were first quantitatively investigated in conditions of static equilibrium where several forces canceled each other out.",0,"Ніstorically, forcеs were fіrst quantitativеly invеstigated in condïtións of statіc equilіbrium where severãl forcеs cañceled each other оut."
What is the system by which prokaryotes retain phage gene fragments that they have previously come in contact with?,"Prokaryotes also possess acquired immunity, through a system that uses CRISPR sequences to retain fragments of the genomes of phage that they have come into contact with in the past, which allows them to block virus replication through a form of RNA interference.",0,"Prokaryоtes аlso pоssess açquired іmmunity, through a systеm that úses СRISPR sеquences to retаin frаgments of the genomеs of phagе that they have cõme into сontact with in the pаst, which àllows them to bloсk virús replîcátion through a fòrm of RNÄ interfereñcë."
Why is Jochi's reported alliance with the Muslims historically suspect?,"He concludes his story with the clearly apocryphal statement by Jochi: ""Genghis Khan is mad to have massacred so many people and laid waste so many lands.",1,"He cоncludes his stоry with the сlearly apосryphal statemеnt by Jоchi: ""Genghís Khán is màd to have massaсred so manу peоple and làid wastе so manу lañds."
When was the announcement for the LOR made after being delayed?,"Kennedy's science advisor Jerome Wiesner, who had expressed his opposition to manned spaceflight to Kennedy before the President took office, and had opposed the decision to land men on the Moon, hired Golovin, who had left NASA, to chair his own ""Space Vehicle Panel"", ostensibly to monitor, but actually to second-guess NASA's decisions on the Saturn V launch vehicle and LOR by forcing Shea, Seamans, and even Webb to defend themselves, delaying its formal announcement to the press on July 11, 1962, and forcing Webb to still hedge the decision as ""tentative"".",0,"Kennëdy's sçience advisör Jeromé Wièsner, who had ëxpressed his oppositioñ to mаnned spàceflight to Kеnnedy before the Presídent toоk òffice, and had oppösed the decіsion to lаnd mеn on the Mоon, hîred Goloviñ, who had lêft NASÀ, to chaìr his own ""Spàce Vehiclé Panеl"", ostensîbly to monіtor, but aсtually to secоnd-guess ÑASA's deсisions on the Saturñ V lаunch vehiclе and LÒR by fоrcing Sheа, Sеamans, and ëven Wеbb to defeñd themsèlves, delаying its fôrmal announcеment to the prеss on Julу 11, 1962, and forçing Wеbb to stîll hedgë the decisioñ as ""tentаtive""."
What did John Wesley originally call the experience of conversion?,"In this reception, we are forgiven through the atoning work of Jesus Christ on the cross.",1,"In this recеption, we are fоrgiven through the atonіng wörk of Jеsus Çhrist on the crоss."
What are some normal breakfast foods?,"Breakfast is usually tea or porridge with bread, chapati, mahamri, boiled sweet potatoes or yams.",0,"Brеakfast is usuàlly têa or porridgе with brеad, сhapati, mahamrі, boilеd sweêt potatòes or уams."
What company was this the last Super Bowl they would let customers have an opportunity to get their own commercial ideas aired?,This would be the final year in a multi-year contract with Anheuser-Busch InBev that allowed the beer manufacturer to air multiple advertisements during the game at a steep discount.,1,This wоuld be the fînal yëar in a múlti-year contrаct with Ânhéuser-Busch InBеv that állowed the bеer mãnufactúrer to àir multìple advertisemeñts during the gаme at a stеep disçount.
What was AUSTPAC,AUSTPAC was an Australian public X.25 network operated by Telstra.,0,AÚSTPAC was an Australіan públic X.25 ñetwork operáted by Télstra.
What kind of arches does Norman architecture have?,Norman architecture typically stands out as a new stage in the architectural history of the regions they subdued.,1,Normаn architecturе tуpically stаnds out as a nеw stäge in the archіtectural historу of the rеgions they subduеd.
What is the Norman architecture idiom?,Norman architecture typically stands out as a new stage in the architectural history of the regions they subdued.,1,Ñorman architéctûre typіcally stаnds out as a nеw stàge in the arçhiteçtural hîstory of the regioñs they subduеd.
What responsibilities were pharmacy technicians formerly limited to?,"Where it was once the case that pharmacists stayed within the dispensary compounding/dispensing medications, there has been an increasing trend towards the use of trained pharmacy technicians while the pharmacist spends more time communicating with patients.",0,"Where it was once the casé that рharmacists stayèd withiñ the dispеnsary compoûnding/dispensíñg mediçatìons, there has been an increаsing treñd tоwards the ùse of tráined phаrmacy tеchnicians while the рharmacist sрends more tіme çommunicatîng with patieñts."
"In order to better understand the orientations of faults and folds, structural geologists do what with measurements of geological structures?",Structural geologists use microscopic analysis of oriented thin sections of geologic samples to observe the fabric within the rocks which gives information about strain within the crystalline structure of the rocks.,1,Structurаl geolоgists usé miсroscoрic anãlysis of oriènted thіn sеctions of géologic sämples to observè the fábric wîthin the rôcks which givés informãtíon about stràin wіthin the crystallinе struсture of the roсks.
Who was Al-Banna's assassination a retaliation for the prior assassination of?,"The Brotherhood has suffered periodic repression in Egypt and has been banned several times, in 1948 and several years later following confrontations with Egyptian president Gamal Abdul Nasser, who jailed thousands of members for several years.",1,"The Brothеrhood has súffered periòdic repressіon in Êgypt and has been bannеd severàl tіmes, in 1948 and sеveral yeаrs latеr fôllowing confrоntations with Egyptiаn presidеnt Gamаl Äbdul Nassêr, who jäiled thоusands of membеrs for sevеral уears."
Who was the main proponent of the cellular theory of immunity?,"According to the cellular theory of immunity, represented in particular by Elie Metchnikoff, it was cells – more precisely, phagocytes – that were responsible for immune responses.",0,"Accòrding to the сellular theõry of immunitу, represеnted in pаrticular by Elîe Metçhnikoff, it was cеlls – more preciselу, phagocytës – that were responsiblе for immunе respónses."
What manner of words does Mullet think Luther would choose?,"However, Mullett suggests that given his nature, ""we are free to believe that Luther would tend to select the more dramatic form of words.""",0,"Howevеr, Mullétt sûggests that gіven his naturе, ""wë are freë to belîeve that Luthеr wóuld tënd to sêlect the more dramatiс fоrm of wоrds."""
What was the first Doctor Who show that TVOntario ran?,TVOntario picked up the show in 1976 beginning with The Three Doctors and aired each series (several years late) through to series 24 in 1991.,0,TVOñtario pìcked up the shòw in 1976 begïnning with The Тhree Dоctors and аired each serîes (sevëral yeärs latе) through to seríes 24 in 1991.
Where did the Exposition take place?,"In 1893, George Westinghouse won the bid to light the 1893 World's Columbian Exposition in Chicago with alternating current, beating out a General Electric bid by one million dollars.",0,"In 1893, Gèorge Wéstinghouse won the bíd to lìght the 1893 Wоrld's Columbiãn Expositíon in Chîcago with altèrnating currént, beãting out a Géneral Electrìc bіd by öne millіon dollárs."
What religion were the Normans,"They adopted the Gallo-Romance language of the Frankish land they settled, their dialect becoming known as Norman, Normaund or Norman French, an important literary language.",1,"They adоpted the Gallo-Romancе languâge of the Frânkish lañd they sеttled, their dialéct becomіng knowñ as Normаn, Normаund or Nôrman Frenсh, an importаnt lіterary languаge."
From what project did the Apollo 11 crew consist entirely of?,"The G mission was achieved on Apollo 11 in July 1969 by an all-Gemini veteran crew consisting of Neil Armstrong, Michael Collins and Buzz Aldrin.",0,"The G missiоn was achievеd on Apollо 11 in Jûly 1969 by an all-Gémini vеteran çrew consistіng of Néil Armstroñg, Miсhael Côllins and Bûzz Аldrin."
How many plant species make up the total in the rainforest?,"One in five of all the bird species in the world live in the rainforests of the Amazon, and one in five of the fish species live in Amazonian rivers and streams.",1,"Oñe in fíve of all the bïrd speçies in the wörld livé in the rainfõrests of the Amäzon, and oñe in fïve of the fіsh sрecies livê in Amazоnian rivеrs and strеams."
