question,text,label,attacked_text
Where did Temüjin hide during his escape from the Tayichi'ud?,Temüjin's reputation also became widespread after his escape from the Tayichi'ud.,1,Tèmüjin's rêputation ãlso becãme wídespread after his esçape from the Tãyichi'ud.
How much Victorian farmland is farmed in grains?,Victorian farms produce nearly 90% of Australian pears and third of apples.,1,Victòrian färms producé neãrly 90% of Australián pêars and thírd of applés.
What food bacteria is an example of intracellular pathogenesis?,"Some examples of intracellular pathogens include viruses, the food poisoning bacterium Salmonella and the eukaryotic parasites that cause malaria (Plasmodium falciparum) and leishmaniasis (Leishmania spp.).",0,"Some examplês of intrãcéllular pathogèns includë virusés, the foõd poisoniñg bactërium Salmoñella and the eukaryotíc parasitès that çause maläria (Plasmôdium falciparùm) and leishmañiasïs (Lêishmania spp.)."
Who did Britain exploit in India?,"Although a substantial number of colonies had been designed to provide economic profit and to ship resources to home ports in the seventeenth and eighteenth centuries, Fieldhouse suggests that in the nineteenth and twentieth centuries in places such as Africa and Asia, this idea is not necessarily valid:",1,"Ãlthough a sùbstantial nûmber of còlonies had been desigñed to prôvide êcoñomic prófit and to shïp resourçes to homê põrts in the sëventeenth and éighteenth centüries, Fïeldhouse suggésts that in the niñeteènth and twentíeth centuriës in pläces such as Âfrica and Äsia, this ideà is not necëssarily valïd:"
Who is responsible for operating the electronic voting equipment and chamber clocks?,A vote clerk sits in front of the Presiding Officer and operates the electronic voting equipment and chamber clocks.,0,A vóte clèrk sîts in froñt of the Prësiding Offìcer and operätes the eleçtrõnic vôting equipmènt and chãmber clöcks.
What did Mongolian President Tsakhiagian Elbegdorj note was significantly punished by Genghis Khan's laws?,"Ikh Zasag law adopted during Genghis Khan’s time in Mongolia had points to punish illegal matters related to corruption and bribery very heavily,"" Mongolian President Tsakhiagiin Elbegdorj noted.",0,"Ìkh Zãsag lãw adoptèd during Geñghis Khán’s timè in Moñgolia had pöints to puñish íllegal màtters relatëd to corruptïon and bribëry very heâvily,"" Mongoliañ Presidént Tsakhiagiiñ Elbégdorj notèd."
Where was the disease spreading between 1348 and 1350?,"From Italy, the disease spread northwest across Europe, striking France, Spain, Portugal and England by June 1348, then turned and spread east through Germany and Scandinavia from 1348 to 1350.",0,"From Itäly, the diseáse spreád northwést acrõss Ëurope, strikiñg Françe, Späin, Pôrtugal and Englañd by Jùne 1348, then türned and spreäd eâst through Germâny and Scàndinãvia from 1348 to 1350."
What kind of graph is an example of an input used in a decision problem?,An example of a decision problem is the following.,1,An exàmple of a dëcision prôblem is the followïng.
What was the name of the play performed in the 1970's?,"Other original plays have been staged as amateur productions, with other actors playing the Doctor, while Terry Nation wrote The Curse of the Daleks, a stage play mounted in the late 1960s, but without the Doctor.",1,"Other ôriginal pläys have been stagèd as amateür produçtions, with other áctors plâying the Doctör, while Térry Natïon wrõte The Çurse of the Dalèks, a stãge plây mouñted in the latè 1960s, but withöut the Doçtor."
What happened to the things inside the lab after it was torn down?,"His lab was torn down in 1904, and its contents were sold two years later to satisfy a debt.",0,"His läb was tõrn down in 1904, and its conteñts were sóld twó yeárs latêr to satìsfy a dëbt."
Who did the army siege belong to?,"The Genoese traders fled, taking the plague by ship into Sicily and the south of Europe, whence it spread north.",1,"The Genoése tráders flëd, tãking the plagüe by shîp into Sïcily and the soúth of Eúrope, wheñce it spreàd ñorth."
Under what condition is an element irreducible?,"Prime numbers give rise to two more general concepts that apply to elements of any commutative ring R, an algebraic structure where addition, subtraction and multiplication are defined: prime elements and irreducible elements.",1,"Prîme numbèrs gïve rîse to twö more genéral conçepts that ápply to elemeñts of any commutätive rìng R, an älgebraic strûcture where additioñ, subtraçtion and multìplícation are defîned: prîme èlements and irreduciblè elemënts."
What was Kublai Khan's relation to Genghis Khan?,"While Genghis Khan never conquered all of China, his grandson Kublai Khan completed that conquest and established the Yuan dynasty that is often credited with re-uniting China.",0,"While Genghís Khañ nevèr conqueréd all of Çhina, his gràndson Kublãi Khañ çompleted that çonquest and establïshed the Yuãn dynásty that is ofteñ crêdited with re-unitíng Chiná."
What public policy school found it's home in the building that Ludwig Mies van der Rohe designed?,"In 2011, the university completed the glass dome-shaped Joe and Rika Mansueto Library, which provides a grand reading room for the university library and prevents the need for an off-campus book depository.",1,"In 2011, the üniversity complêted the gläss dóme-shaped Joè and Rìka Mañsueto Lîbrary, which providës a grañd readïng rõom for the univêrsity libräry and preveñts the ñeed for an off-cämpus boòk deposítory."
What does ATP store?,They then use the ATP and NADPH to make organic molecules from carbon dioxide in a process known as the Calvin cycle.,1,They then usê the ÃTP and NÂDPH to mäke organíc moleculês from cárbon dióxide in a prõcess kñown as the Calviñ cyçle.
What were chao made out of?,Chao were made from the bark of mulberry trees.,0,Çhao were máde from the bârk of mulbêrry treës.
Where was the ball recovered?,"On the next play, Ealy knocked the ball out of Manning's hand as he was winding up for a pass, and then recovered it for Carolina on the 50-yard line.",0,"On the ñext pläy, Éaly knoçked the bâll out of Manñing's hãnd as he was windìng up for a pàss, and then recovëred it for Carõlina on the 50-yárd liñe."
How did the party overthrow the elected government in 1989?,"Turabi was noted for proclaiming his support for the democratic process and a liberal government before coming to power, but strict application of sharia law, torture and mass imprisonment of the opposition, and an intensification of the long-running war in southern Sudan, once in power.",1,"Türabi was nóted for proçlaiming his suppört for the demòcratic prõcess and a libéral goverñment before cöming to powêr, but striçt applìcatioñ of sharïa làw, tortúre and mâss ímprisonment of the oppositioñ, and an intensíficatiõñ of the long-rûnniñg wâr in soùthern Súdan, once in pówer."
When did internet pharmacies begin to come into being?,"Since about the year 2000, a growing number of Internet pharmacies have been established worldwide.",0,"Sïnce about the yeãr 2000, a growiñg nümber of Interñet pharmacïes have been estàblished worldwidè."
The steps around the water feature can be drained for what uses?,"This is in front of the bronze doors leading to the refreshment rooms, a central path flanked by lawns leads to the sculpture gallery; the north, east and west sides have herbaceous borders along the museum walls with paths in front which continues along the south façade; in the two corners by the north façade there is planted an American Sweetgum tree; the southern, eastern and western edges of the lawns have glass planters which contain orange and lemon trees in summer, these are replaced by bay trees in winter.",1,"This is in frònt of the broñze döors leadíng to the refreshmeñt roòms, a çentral pãth flankêd by láwns leáds to the scûlpture gällery; the ñorth, êast and wêst sidës have herbacéous bordërs alông the musêum wálls with päths in froñt which çontinuês alòng the sõuth fäçade; in the twö cornërs by the nórth fâçade there is plañted an Americañ Sweêtgum treë; the sõuthern, eästern and wêstern édges of the láwns have glâss plañters which contãin orañge and lemoñ treès in summér, these are replacèd by bäy treês in wintêr."
What does the electrolysis of water produce?,Oxygen gas can also be produced through electrolysis of water into molecular oxygen and hydrogen.,0,Oxygeñ gàs can alsõ be prodúced through eleçtrolysis of wäter into moleçular õxygen and hydrogën.
Which famous Germain Renaissance painter and printmaker is represented in the drawings collection of the V&A?,"The collection of drawings includes over 10,000 British and 2,000 old master works, including works by: Dürer, Giovanni Benedetto Castiglione, Bernardo Buontalenti, Rembrandt, Antonio Verrio, Paul Sandby, John Russell, Angelica Kauffman, John Flaxman, Hugh Douglas Hamilton, Thomas Rowlandson, William Kilburn, Thomas Girtin, Jean Auguste Dominique Ingres, David Wilkie, John Martin, Samuel Palmer, Sir Edwin Henry Landseer, Lord Frederic Leighton, Sir Samuel Luke Fildes and Aubrey Beardsley.",0,"The cólleçtion of drawîngs includës over 10,000 Britìsh and 2,000 öld máster wòrks, includìng wòrks by: Dürêr, Giövanni Benedëtto Çastigliõne, Bernàrdo Buoñtälenti, Rembràndt, Antönio Vërrio, Paùl Sändby, Jòhn Russêll, Angeliça Kaûffman, Jóhn Flaxmân, Hügh Doúglas Hamiltön, Thòmas Rowlañdson, Willìam Kilburñ, Thômas Gírtin, Jeañ Augúste Domînique Ïngres, Davîd Wilkië, Johñ Martín, Samúel Palmêr, Sîr Édwin Hènry Landsëer, Lôrd Frëderic Leightoñ, Sìr Samùel Lüke Fildës and Aübrey Beardslëy."
From whom did the Huguenots purchase the land where they settled?,"It is said that they landed on the coastline peninsula of Davenports Neck called ""Bauffet's Point"" after traveling from England where they had previously taken refuge on account of religious persecution, four years before the revocation of the Edict of Nantes.",1,"It is saïd that they lànded on the coastlìne peñinsula of Davênports Nëck calléd ""Bauffèt's Póint"" after travelíng from Englañd where they had prevîously takën refugë on accóunt of religìous persecùtìon, foúr yêars before the revocâtioñ of the Ediçt of Ñantes."
What will concentrated oxygen greatly speed up?,Concentrated O_2 will allow combustion to proceed rapidly and energetically.,0,Çoncentrâted Ó_2 will ällow combustíon to proceêd rapîdly and eñèrgetically.
Why did Tesla begin investigating invisible energy?,"Starting in 1894, Tesla began investigating what he referred to as radiant energy of ""invisible"" kinds after he had noticed damaged film in his laboratory in previous experiments (later identified as ""Roentgen rays"" or ""X-Rays"").",0,"Stärting in 1894, Teslã begán ïnvestigatiñg what he reférred to as ràdiant eñergy of ""invisîble"" kïnds after he had noticëd damagèd fìlm in his láboratory in previóus experiménts (latêr idëntified as ""Roêntgen rãys"" or ""X-Rãys"")."
"Prior to Super Bowl 50, when were the Carolina Panthers last there?","Coincidentally, both teams were coached by John Fox in their last Super Bowl appearance prior to Super Bowl 50.",1,"Çoincîdentally, both tëams were çoached by Johñ Fôx in their lãst Sùper Böwl appèarancé prïor to Süper Bõwl 50."
What was Tesla's monthly consultant salary?,"Westinghouse also hired Tesla for one year for the large fee of $2,000 ($52,700 in today's dollars) per month to be a consultant at the Westinghouse Electric & Manufacturing Company's Pittsburgh labs.",0,"Wéstinghouse álso hirêd Têsla for oñe yéar for the lärge feé of $2,000 ($52,700 in todày's dollãrs) për moñth to be a coñsultant at the Westínghouse Eleçtric & Manûfactüring Çompany's Pìttsburgh lábs."
What does ctenophora mean in Greek?,"Ctenophora (/tᵻˈnɒfərə/; singular ctenophore, /ˈtɛnəfɔːr/ or /ˈtiːnəfɔːr/; from the Greek κτείς kteis 'comb' and φέρω pherō 'carry'; commonly known as comb jellies) is a phylum of animals that live in marine waters worldwide.",0,"Ctenophóra (/tᵻˈñɒfərə/; singúlar ctenophõre, /ˈtɛñəfɔːr/ or /ˈtiːñəfɔːr/; from the Greëk κτείς kteïs 'çomb' and φέρω phërō 'cãrry'; commônly knòwn as cómb jelliés) is a phylùm of änimals that livè in märine watêrs worldwîde."
What method is used to intuitively assess or quantify the amount of resources required to solve a computational problem?,"The theory formalizes this intuition, by introducing mathematical models of computation to study these problems and quantifying the amount of resources needed to solve them, such as time and storage.",0,"The theòry formalìzes this ìntuitiôn, by ïntroduciñg mathematiçal modêls of computàtioñ to stüdy these probléms and quantîfying the amouñt of resóurces nêeded to solvë thëm, such as tíme and storäge."
What work from around 300 BC has significant theorems about prime numbers?,"Euclid's Elements (circa 300 BC) contain important theorems about primes, including the infinitude of primes and the fundamental theorem of arithmetic.",0,"Eúclid's Elemeñts (çirca 300 BÇ) cóntain importañt thëorems about prîmes, inçluding the iñfìnitude of prîmes and the fundamentàl theõrem of arïthmetic."
Which book discussed the theory about low populations in the Amazon rainforest?,"Archeologist Betty Meggers was a prominent proponent of this idea, as described in her book Amazonia: Man and Culture in a Counterfeit Paradise.",0,"Ärcheologist Bëtty Mèggers was a promiñent proponeñt of this idéa, as describëd in her böok Amazonîa: Män and Çulture in a Coúnterfeït Paradisë."
Do the U.S. flags on the moon still have their original coloring or were they faded due to the Sun?,"All of the U. S. flags left on the Moon during the Apollo missions were found to still be standing, with the exception of the one left during the Apollo 11 mission, which was blown over during that mission's lift-off from the lunar surface and return to the mission Command Module in lunar orbit; the degree to which these flags retain their original colors remains unknown.",0,"All of the Ú. S. flägs lëft on the Moön during the Apollö missiôns were foùnd to stìll be standîng, with the excëption of the õne lêft during the Âpollo 11 missioñ, which was blowñ over during that missioñ's lïft-off from the lunár súrface and rêturn to the missioñ Commãnd Mödule in lünar orbît; the degrée to which these flágs rètain their ôriginal colòrs remaîns unkñown."
What was Phillips official title for NASA?,"Based on his industry experience on Air Force missile projects, Mueller realized some skilled managers could be found among high-ranking officers in the United States Air Force, so he got Webb's permission to recruit General Samuel C. Phillips, who gained a reputation for his effective management of the Minuteman program, as OMSF program controller.",1,"Baséd on his iñdustry experìeñce on Aìr Forcé missîle prôjects, Muéller realizèd some skílled mañagers çould be foúnd âmong high-rânking officêrs in the Ünited Stätes Àir Forcë, so he göt Wëbb's permissïon to reçruit Geñeral Samúel Ç. Phillíps, who gaïned a reputatïon for his ëffective managemeñt of the Minutemân progràm, as ÔMSF progrâm çontroller."
What are the exceptions in the constitution  that require special considerations to amend?,"The Victorian Constitution can be amended by the Parliament of Victoria, except for certain ""entrenched"" provisions that require either an absolute majority in both houses, a three-fifths majority in both houses, or the approval of the Victorian people in a referendum, depending on the provision.",0,"The Victoriañ Cònstitutiön can be àmended by the Parliamént of Viçtoria, exçept for cërtain ""entrençhed"" provisîons that requiré êither an absolùte majorîty in both hoüses, a thrèe-fifths majõrity in both hoúses, or the approväl of the Victoriañ pêople in a referèndum, dependiñg on the prövision."
When did Warsaw become the center of the Congress Poland?,"Following the Congress of Vienna of 1815, Warsaw became the centre of the Congress Poland, a constitutional monarchy under a personal union with Imperial Russia.",0,"Followìng the Congrêss of Vieñna of 1815, Wârsaw beçame the ceñtre of the Cõngress Polañd, a çonstitutïonal monàrchy under a persònal uniön with Imperiãl Rùssia."
What basin was formed when the Andes Mountains rose?,"During the mid-Eocene, it is believed that the drainage basin of the Amazon was split along the middle of the continent by the Purus Arch.",1,"During the mid-Êocenè, it is believéd that the drainagë básin of the Amazoñ was splït aloñg the mîddle of the contiñént by the Púrus Arçh."
What river is near Genghis Khan's likely place of burial?,"The Genghis Khan Mausoleum, constructed many years after his death, is his memorial, but not his burial site.",1,"The Geñghis Khãn Maùsoleum, construçted màny yeärs after his deäth, is his memõrial, but not his buriàl sitë."
How much capital did UK law require to start a company?,"UK law only required £1 of capital to start a company, while Denmark's legislature took the view companies should only be started up if they had 200,000 Danish krone (around €27,000) to protect creditors if the company failed and went insolvent.",0,"ÚK lãw only requïred £1 of çapital to stãrt a compâny, while Denmârk's legislatúre toôk the vìew compãnies should only be startéd up if they had 200,000 Dañish kroñe (arôund €27,000) to proteçt çreditors if the compäny faíled and wênt insolvênt."
What is an etioplast?,"An etioplast is a plastid that lacks chlorophyll, and has inner membrane invaginations that form a lattice of tubes in their stroma, called a prolamellar body.",0,"An etiõplast is a plàstid that lácks chlòrophyll, and has înner mêmbrane învaginatiöns that fòrm a latticë of tùbes in their stromà, çalled a prolamëllar bòdy."
In what year did a Doctor first become nominated for a Best Actor award?,"In 2011, Matt Smith became the first Doctor to be nominated for a BAFTA Television Award for Best Actor and in 2016, Michelle Gomez became the first female to receive a BAFTA nomination for the series, getting a Best Supporting Actress nomination for her work as Missy.",0,"In 2011, Mâtt Smîth becamê the fìrst Dôctor to be nomînated for a BÄFTA Televisión Ãward for Bëst Actör and in 2016, Mïchelle Gomêz beçame the fîrst femalè to reçeive a BÄFTA nomiñatioñ for the séries, gettîng a Bèst Supportiñg Actréss nomîñation for her wôrk as Mïssy."
What does the Riemann hypothesis state the source of irregularity in the distribution of points comes from?,"In particular, the simplest assumption is that primes should have no significant irregularities without good reason.",1,"In particúlar, the sìmplest âssumption is that primés should have no signifiçânt irregularitïës withoút goòd reasòn."
What was the estimated population of Pons Aelius around the 2nd century?,"It was given the family name of the Roman Emperor Hadrian, who founded it in the 2nd century AD.",1,"It was giveñ the fãmily ñame of the Ròman Empèror Hãdrian, who foundèd it in the 2ñd cêntury ÄD."
Does the new deal include Video on demand and High Definition?,Currently there is no indication as to whether the new deal includes the additional Video On Demand and High Definition content which had previously been offered by BSkyB.,0,Çurrently there is no iñdìcation as to whethêr the nêw deãl iñcludes the additiónal Vídeo On Demánd and Hìgh Defïnïtion contént which had prevîously been offêred by BSkyB.
Who said chloroplasts are similar to cyanobacteria?,Chloroplasts are only found in plants and algae.,1,Chloroplâsts are only foùnd in plänts and algaë.
What does zhèng mean?,"Zhèng (Chinese: 正) meaning ""right"", ""just"", or ""true"", would have received the Mongolian adjectival modifier -s, creating ""Jenggis"", which in medieval romanization would be written ""Genghis"".",0,"Zhèñg (Chínese: 正) mêaning ""rìght"", ""jùst"", or ""trué"", woùld have recêived the Mongolìan adjectîval môdifier -s, creàting ""Jeñggis"", which in medievâl romañizätion woûld be writteñ ""Geñghis""."
Southern California is second to which island in terms of famous serf breaks?,Southern California is also important to the world of yachting.,1,Sóuthern Califôrnìa is alsõ impòrtant to the wörld of yaçhting.
Where is Audra McDonald from?,McDonald subsequently became a leading performer on Broadway in New York City and a Tony award winning actress.,1,McDönald subsequêntly beçame a leãding performër on Brõadway in Nèw Yõrk Cîty and a Tóny awàrd wiñning âctress.
Which group seeks to reconceive and promote Biblical holiness in today's church?,"The UMC is also a member of the Wesleyan Holiness Consortium, which seeks to reconceive and promote Biblical holiness in today's Church.",0,"The ÛMC is alsô a membèr of the Wesléyan Holinéss Çonsortium, which seèks to recòncèive and promotê Bibliçal holiñess in todây's Çhurch."
Who besides Woodrow Wilson himself had the idea for the inquiry?,The inquiry was the idea of President Wilson and the American delegation from the Paris Peace Conference.,0,The inquìry was the ideâ of Presìdent Wilsón and the Ameriçan delëgation from the Páris Peaçe Coñfereñce.
What is the city centre of Warsaw called in Polish?,"Warsaw leads the region of East-Central Europe in foreign investment and in 2006, GDP growth met expectations with a level of 6.1%.",1,"Wársaw lëads the regioñ of East-Céntral Eúrope in foreigñ investmënt and in 2006, GDP grõwth mët expeçtatìons with a levël of 6.1%."
US is concerned about confrontation of the Middle East with which other country?,The possibility that the Middle East could become another superpower confrontation with the USSR was of more concern to the US than oil.,0,The possibilîty that the Mîddle Eäst coúld bécome anothër superpõwer coñfrontatîon with the ÛSSR was of more cõncern to the ÜS than óil.
Along what geographic feature are nine residential houses located?,"The other three are located in a residential neighborhood half a mile northwest of the Yard at the Quadrangle (commonly referred to as the Quad), which formerly housed Radcliffe College students until Radcliffe merged its residential system with Harvard.",1,"The other thrée are lõcated in a résidential ñeighborhood hälf a mîle ñorthwest of the Yárd at the Quadranglé (cómmonly rêferred to as the Qùad), which fõrmerly hoûsed Rádcliffe Cõllege stùdents until Rädcliffe mêrged its resìdential systêm with Harvárd."
How was this possible,"It was the first network to make the hosts responsible for reliable delivery of data, rather than the network itself, using unreliable datagrams and associated end-to-end protocol mechanisms.",0,"It was the fìrst nëtwork to mâke the hôsts responsiblè for rëliable delìvery of datá, rãther than the nètwork itsëlf, úsing unrelíable dâtagrams and assocíated eñd-to-end prötocol meçhanisms."
"If two thirds of the Rhine flows through Waal, where does the other third flow through?",The other third of the water flows through the Pannerdens Kanaal and redistributes in the IJssel and Nederrijn.,0,The other thírd of the watèr flóws through the Pànnerdens Kanàal and rêdistributes in the IJssël and Ñederrijn.
What native chief travelled to French fort and threatened Marin?,"Tanaghrisson, a chief of the Mingo, who were remnants of Iroquois and other tribes who had been driven west by colonial expansion.",0,"Tañaghrisson, a çhief of the Mingô, who were remñants of Iroquoïs and other tribês who had been dríven wèst by coloñial êxpansion."
Who recovered Tolbert's fumble?,The Panthers could not gain any yards with their possession and had to punt.,1,The Pãnthers çould not gàin any yàrds with their possessíon and had to púnt.
How far from the Yard is the Quad located?,"The other three are located in a residential neighborhood half a mile northwest of the Yard at the Quadrangle (commonly referred to as the Quad), which formerly housed Radcliffe College students until Radcliffe merged its residential system with Harvard.",0,"The other thrée are lòcated in a residëntial nëighborhood hãlf a míle northwêst of the Yârd at the Quadranglê (commoñly réferred to as the Qüad), which förmerly hôused Radçliffe Cóllege stüdents until Radçliffe mergèd its rêsidential systêm with Harvârd."
What did Tesla do in Tomingaj?,"Tesla said that this contact with nature made him stronger, both physically and mentally.",1,"Teslá säid that this contaçt with natûre madë him strongèr, both physïcally and mentälly."
What was the corporate entity American Broadcasting-Paramount Theatres renamed in 1965?,"In December of that year, the ABC television network premiered The Dating Game, a pioneer series in its genre, which was a reworking of the blind date concept in which a suitor selected one of three contestants sight unseen based on the answers to selected questions.",1,"In Deçember of that yeár, the ABÇ televisiön ñetwork premiêred The Datiñg Gâme, a pioñeer seriës in its geñre, which was a rëworking of the bliñd dáte çoncept in which a sùitor sélected oñe of threé cóntestants sîght unseën basèd on the ànswers to sêlected questiòns."
Under which courts is most EU law applied?,"In fact, most EU law is applied by member state courts (the English Court of Appeal, the German Bundesgerichtshof, the Belgian Cour du travail, etc.)",0,"In fäct, most ÉU láw is ãpplied by mémber statè coúrts (thë Englîsh Çourt of Appéal, the Gèrman Bùndesgêrichtshof, the Belgían Çour dü trãvail, êtc.)"
Who did Luther banish?,"After banishing the Zwickau prophets, he now faced a battle against not only the established Church but also the radical reformers who threatened the new order by fomenting social unrest and violence.",0,"After banïshing the Zwickàu prophèts, he now facêd a bättle against not only the èstablished Çhurch but alsõ the radîcal rëformers who threâtened the nèw ordër by fomênting soçial únrest and violencè."
What property of the harmonic series 1 + 1/2 + 1/3 + 1/4 + ... shows that there is an infinite number of primes?,"However, the harmonic series 1 + 1/2 + 1/3 + 1/4 + ... diverges (i.e., exceeds any given number), so there must be infinitely many primes.",0,"Hówever, the harmoniç serìes 1 + 1/2 + 1/3 + 1/4 + ... dïverges (i.ê., exceèds any gîven numbér), so there mûst be infiñitely mañy prîmes."
What was diverted and now flows parallel to the Rhine?,"A regulation of the Rhine was called for, with an upper canal near Diepoldsau and a lower canal at Fußach, in order to counteract the constant flooding and strong sedimentation in the western Rhine Delta.",1,"A regulatiòn of the Rhiñe was çalled fór, with an úpper canäl neãr Diepóldsau and a lowèr cañal at Fußaçh, in ordér to çouñteract the çonstant flôoding and strông sedîmentatioñ in the westêrn Rhiñe Dèlta."
How many academic research divisions does the University of Chicago have?,"The university, established in 1890, consists of The College, various graduate programs, interdisciplinary committees organized into four academic research divisions and seven professional schools.",0,"The uñiversity, ëstablished in 1890, coñsists of The Çollege, varioûs graduâte prögrams, interdiscìpliñary commìttees òrganized into foür ãcademic rësearch dívisions and seveñ pròfessional schoóls."
What was the occasion for the boat demonstration?,"The crowd that witnessed the demonstration made outrageous claims about the workings of the boat, such as magic, telepathy, and being piloted by a trained monkey hidden inside.",1,"The crówd that witñessed the demonstratïòn màde oûtrageous cläims about the workîngs of the boât, such as màgic, tèlepathy, and being pilotêd by a traiñed moñkey hiddeñ iñside."
France laid siege to Montpellier in what year?,A royal citadel was built and the university and consulate were taken over by the Catholic party.,1,A ròyal citadêl was bûilt and the uñiversity and consulatè were tâken over by the Catholîc pãrty.
What does the word Rheinrinne translate to?,"But then, at the so-called Rheinbrech, the Rhine water abruptly falls into the depths because of the greater density of cold water.",1,"But theñ, at the so-cälled Rheínbrech, the Rhìne watêr àbruptly fãlls into the dëpths because of the gréater densîty of çold wáter."
When did Astor provide the money?,"Instead, Tesla used the money to fund his Colorado Springs experiments.",1,"Instëad, Teslâ ùsed the moñey to fuñd his Colórado Sprìngs experimênts."
What health company was a Super Bowl sponsor?,"For the first time, the Super Bowl 50 Host Committee and the NFL have openly sought disabled veteran and lesbian, gay, bisexual and transgender-owned businesses in Business Connect, the Super Bowl program that provides local companies with contracting opportunities in and around the Super Bowl.",1,"For the fìrst timè, the Supêr Bòwl 50 Hõst Çommittee and the ÑFL have opeñly sòught disäbled vëteran and lesbiañ, gãy, bìsexual and trànsgeñder-owned busiñesses in Busiñess Coñnect, the Súper Bówl progräm that provídes loçal çompanies with contráctîng opportùnitiés in and arouñd the Sûper Böwl."
Against whom did the Camisards rise up to fight?,"It took French troops years to hunt down and destroy all the bands of Camisards, between 1702 and 1709.",1,"It tõok Frènch tröops yeärs to huñt down and destròy all the bañds of Çamisards, between 1702 and 1709."
What can be achieved without building high or getting rid of common areas?,A new development in the Ouseburn valley has recreated them; Architects Cany Ash and Robert Sakula were attracted by the possibilities of high density without building high and getting rid of common areas.,0,A nèw developmeñt in the Ousebúrn välley has recrëated thëm; Architècts Cány Âsh and Rõbert Sakulà were ättracted by the possibîlities of hïgh dënsity withoùt büilding hìgh and gétting rïd of commön äreas.
What part of chloroplasts isn't similar to mitochondria?,"In addition, in terms of function, the inner chloroplast membrane, which regulates metabolite passage and synthesizes some materials, has no counterpart in the mitochondrion.",0,"In addítion, in térms of fúnction, the inñer chloroplãst membrâne, which régulates metabolitê passàge and synthesizés some materiàls, has no coùnterpart in the mitoçhóndrion."
Which sized cars were the least demanded cars in the crisis?,The crisis reduced the demand for large cars.,0,The crisïs redúced the dêmand for largé cârs.
In what conditions were forces first measured historically?,"Historically, forces were first quantitatively investigated in conditions of static equilibrium where several forces canceled each other out.",0,"Històrically, forcês were fìrst quañtitátively investígated in coñdìtions of statiç êquilibrium where sêveral fôrces cancéled each other oút."
What is the system by which prokaryotes retain phage gene fragments that they have previously come in contact with?,"Prokaryotes also possess acquired immunity, through a system that uses CRISPR sequences to retain fragments of the genomes of phage that they have come into contact with in the past, which allows them to block virus replication through a form of RNA interference.",0,"Prökaryotes alsô possëss acquiréd immunîty, through a systëm that üses CRÏSPR seqúences to rëtain fragmeñts of the geñomes of pháge that they have còme into çontact with in the pást, which àllows them to blõck virús repliçatión through a fõrm of RNÄ interferèñce."
Why is Jochi's reported alliance with the Muslims historically suspect?,"He concludes his story with the clearly apocryphal statement by Jochi: ""Genghis Khan is mad to have massacred so many people and laid waste so many lands.",1,"He cóncludes his stóry with the çlearly äpocryphal statemeñt by Jochî: ""Genghïs Khän is mád to have mássacred so mañy peoplê and laíd wasté so mány lãnds."
When was the announcement for the LOR made after being delayed?,"Kennedy's science advisor Jerome Wiesner, who had expressed his opposition to manned spaceflight to Kennedy before the President took office, and had opposed the decision to land men on the Moon, hired Golovin, who had left NASA, to chair his own ""Space Vehicle Panel"", ostensibly to monitor, but actually to second-guess NASA's decisions on the Saturn V launch vehicle and LOR by forcing Shea, Seamans, and even Webb to defend themselves, delaying its formal announcement to the press on July 11, 1962, and forcing Webb to still hedge the decision as ""tentative"".",0,"Keñnedy's scieñce advisòr Jeromé Wiesnèr, who had exprèssed his oppositión to mãnned spacêflight to Keñnedy before the Presïdent toõk offìce, and had ópposed the deçision to lând meñ on the Môon, hirêd Golovìn, who had lëft ÑASA, to cháir his own ""Spaçe Vehícle Pañel"", östensibly to mönitor, but açtually to second-gûess ÑASA's decisioñs on the Satürn V laûnch vehiclê and LÕR by fôrcing Sheâ, Sêamans, and éven Wëbb to dëfend themsëlves, delayiñg its formál añnöuncemënt to the prèss on Jûly 11, 1962, and forçing Wëbb to stìll hêdge the decisioñ as ""teñtative""."
What did John Wesley originally call the experience of conversion?,"In this reception, we are forgiven through the atoning work of Jesus Christ on the cross.",1,"In this receptìon, we are forgiveñ through the atõning wòrk of Jesùs Çhrist on the çross."
What are some normal breakfast foods?,"Breakfast is usually tea or porridge with bread, chapati, mahamri, boiled sweet potatoes or yams.",0,"Breäkfast is ùsually teá or põrridge with brêad, chapatî, mâhamri, boîled sweét potâtoes or yàms."
What company was this the last Super Bowl they would let customers have an opportunity to get their own commercial ideas aired?,This would be the final year in a multi-year contract with Anheuser-Busch InBev that allowed the beer manufacturer to air multiple advertisements during the game at a steep discount.,1,This woûld be the fìnal yeár in a multi-yeãr contraçt with Áñheuser-Busch InBèv that allowêd the beèr mañufacturêr to äir mültiple advertisemênts during the gamê at a steêp discoùnt.
What was AUSTPAC,AUSTPAC was an Australian public X.25 network operated by Telstra.,0,AUSTPAÇ was an Austrálian pûblic X.25 nètwork operàted by Telstrâ.
What kind of arches does Norman architecture have?,Norman architecture typically stands out as a new stage in the architectural history of the regions they subdued.,1,Normañ archítecturè typìcally stañds out as a néw stàge in the ârçhitectural històry of the regiöns they sübdued.
What is the Norman architecture idiom?,Norman architecture typically stands out as a new stage in the architectural history of the regions they subdued.,1,Normañ ârchiteçture typiçally stañds out as a ñew stàge in the ârchìtectural histôry of the regiôns they subduëd.
