id,text,split
3070838,"       I Don't know whats up with that. I feel like a wound up clock. Here's a quote of mine:  Phileda: well then tell him to get off his fucking pedestal over the rest of the world and be your boyfriend! you shouldn't have to hang on to him while he's scared you're gonna leave.   OK, I was at the Pleasanton Wal-Mart today and I was looking at the CDs and this dude comes up and asks me if I need anything. I was like, 'No I'm fine.' So then I was browsing and he comes up besides me and starts putting CDs away. He stayed there for a while, and I was like, Oh wait!!!!! He likes me lol. So I asked him if Wal-Mart had a karaoke section. He goes, 'Oh yah, a big one. In fact we need to get rid of some of the CDs.' So I go over there, and he asks me if I am looking for something in particular. So I said that I was looking for a CD to sing to for a school assignment. He said, 'Oh, high school or college?' (OK: he thought I might have been in COLLEGE? lol) I was like, high school. And then, he goes: 'Oh.' And walks away. and then he says 'You didn't look like you were in high school.' I was like, Oooo my frickin god, I'm a freshman in high school, you're some Coastal Bend affiliate who reminds me of a bisexual person but you're still hot lol, and my mom is coming over here to get me. So yah, that was interesting don't you think?   Anywayz. Tomorrow we're marching in band. *sigh* HEy, I can play the fight song, finally! lol  Love you all!!!!!!!!!!!!!!!!!!!!! Kiss my ass you haters (lol i'm sorry i don't know where that came from) Love Me As I Hate you! lol. Hey I luv u all,  Philly Dilly Willy Silly Phileda. God that was gay.  -Phileda         ",train
1889083,"       going to hv training later when common test starts on mon! haha.. anw.. im also not studying.. dun really consider dis common test important.. anw.. in e end.. its not taken into account for my As.. so.. ya.. haha.. still taking my own sweet time to study.. heh.. n euro 2004 is so full of surprisesss.. haha.. greece eliminated france dis morning! haha.. which is so damn unexpected.. haha.. n there goes england n france, which are e 2 teams tt are expected to appear in e grand final.. haha.. well.. this really shows tt e ball is round.. be it a soccer or a basketball.. haha.. crap rite.. heh.. i mean.. no team is assured of a victory.. even if their players are really famous n real good.. underdogs can win too... cos i always believe.. underdogs will put in much more effort than e other team n try to win e game.. n their determination always pays off.. n for our combine red match.. our determination didnt last for long.. greece was really impressive.. not proud nor arrogant.. n there's no doubt abt their victory.. superb header goal.. haha.. france... back to ur country man.. moreover.. gd teams tt are expected to win.. are USUALLY complacent.. n complacency.. is e killer for them.. when they start to panic.. its too late.. haha... my stamina to study n pia finish dis last semester.. is rather running out.. heh.. well.. to tink of e huge pile of notes.. e no. of practice papers i need to do... n everything... it turns me OFF...         ",train
2446045,"       I had the best weekend.  On Friday, I went to Plaid Tidings with Barnstormers.  Before the play, we had a party in the L-room and I had to play one of their stupid improvisational games.  For my prize, the officers gave me a a boyfriend thing that grows when you put him in water.  Haha.  Very funny guys!  I was not amused.  Marge asks me everyday if I've started growing him yet.  Nope. Saturday was awesome.  I 'helped' at the fruit sale in the morning.  I got to hang out with Abbey, PT, and Adrienne.  It was loads of fun.  That night was the chamber choir party.  For dinner, PT could have sat anywhere, but he chose to sit next to me!!!!!!!!!  I was so excited.  While we were exchanging gifts, the power went out.  Then, we went carolling in the dark.  It was some of the most fun I've had in a long time.  I really enjoyed it. After the party, Marge, Diana, Abbey, and I went to Jake's house.  We watched the last half hour of Finding Nemo with them, then left because a certain person was there.  Marge and Diana went home, but I went to Abbey's house because we never get to hang out anymore.  We watched Pirates, but both fell asleep about 45 minutes into the movie.  She walked me home at 1:30 in the morning. David has a girlfriend.  He said, 'her name is Julie, she is a piano major, and has perfect pitch.'  I laughed so hard.  Of all the things he could tell us about her, the most important was that she has perfect pitch.  Haha.  perfect pitch! Choir concert tomorrow!!!!!!!!!!  I am so excited.  I get to process down the aisle while singing silent night, then sing Heilig with mixed.  I have been waiting for this since 7th grade when I first came to the christmas choral concert! Tonight is the night that I get my PSAT scores back.  I am so anxious.  I really want to know if I am a national merit scholar.  I bet I won't be, but I need to know now!  I will know in one hour.   so nervous. chemistry is so confusing! Perfect pitch.  ha!         ",train
1252171,"           Katt and Camo walked around the park, looking for a good ride. Suddenly, they spotted something. 'Hey Gage!' they called. 'Hey guys. What're you doing here?' ' We could ask you the same question,' she said, eyeballing the teacup ride behind me. 'Oh, this? Yeah, I run it. I also run the arcade here.' 'How can you run two places at once?' asked Camo. 'It's easy when it's just your imaginary self. Oh! Gotta go. The teacher's saying something important,' I say, as I vanish. Katt and Camo move on to the roller coaster. 'There's no one here,' says Katt. She then sees a note that says:   Be back in 10 minutes. Please use coin-operated locking system until I return.  Beth  (another of my friends)  Katt looks up and sees a slot that says $0.25. 'We'll just come back when she's here,' says Camo. So they move on. Then, they reach the arcade with me standing outside. Katt walks up and says, 'So, ya got any good games?' 'Sure,' I say, ' there's a really good one here called Dance Dance Revolution. Only $0.50!' 'We'll try it,' says Katt. So they try the game, over and over and over and over and over and over. After they've run out of quarters, Camo says, 'Man, I must of lost at  least  ten pounds! Hey, what's that?' They go over to the prize grabber machine. 'Look, Camo!' says Katt, 'We can win almost every fun object in the country here!' 'Yep,' I say, 'you can win something as small as a super ball here to something as big as a giant trampoline!' 'Try it, Katt!' says Camo. The claw reaches down and grabs a small capsule. When she gets it, Katt throws it aganst the ground. As the smoke clears, only one thing can be heard....   To be continued...  -Sane Intolerant-         ",train
3604560,"       I watched Harry potter 3 - i thought it was awesome - i don't know why people don't like it!!!  BTW, tina i am forever grateful for the everlasting image of you and a dog making love that is now imprinted in my head!!!!  I burnt my finger trying to light a candle - i've been trying to convince my mum, it's a frist-degree burn and needs urgent medical attention!!!! It's not my fault if i won't be able to write for the rest of my life (don't ask how i typed this blog - u'll wreck my story)  Anyway, i know ur all wondering what the title's all about.... well i met someone very special! He's male..(that says it all)..a good dancer, on channel 9 every weekday, can sing and has a gorgeous smile!!!! If you guessed Tim Harding, you're so wrong and so far from the truth  It was Nathan Foley!!! I got his signature - and he smiled this killer smile - i'll never forget that moment - i think we saw into each other's soul I know it's quite hard to sink in - but it'll hit you soon guys, is Shrek 2 better than 1?  Take care, and if ur name is Tina, stay away from dogs!  I love Brando!             ",train
2460557,"           ok guys i havent written a rant in a looooooong time so im a liddle rusty but this liddle one should suffice. i dont have much support for my argument tho.  ya know who i hate? those stupid conservative bitches that have been brainwashed by the government. ya know? the ones who come into elps and lecture for 45 mins on random shit that they didnt think up. First of all, her first mistake was being a conservative. girls...if you are a woman, NEVER FUCKING BE CONSERVATIVE!!!!!!! iTS SELF DESTRUCTIVE DAMMIT!!!!1111!!!!!!!11    here is why: 1: Conservatives are against change and rights and fluffy things like that soo right off the bat you women are being abused 2: 99.99999 % of Conservatives are fundamentalist christian. do you know what that means? following the bible 100% of the time. This means that all you women must always bow down to your husbands wishes no matter what he says cuz god says so. sounds fun eh? 3. Conservatives are bitches when they are women and everybody hates them.  ::deep breath:: alright now to break apart that stupid bitches arguments. 'i think O.S.H.A. sucks cuz they are nitpicky.' ok good thinking lady. yes they are nitpicky at times.  but would you mind fucking thinking about what you are saying? we are in a recession lady! dont you fucking realize that the government has to cover their damn ass cuz all you fucking conservatives are trial lawyers and suing for bullshit like 'that dentist forgot to wear a rubber glove and i got a cold. GIMME 100 million dollars!!!1!!11' right so i won that argument you stupid whore. Next, she said something about how big lobbying corporations are made up of voters so bribing people is ok. wow you are a stupid bitch. Do you honestly think that UPS when they pushed to pass legislation that would make their employees work longer asked their people if they approved? they certainly didnt ask the guys who have to drive the brown trucks to give shit to rich people (like me). o but wait those cool black dudes in the brown suits are VOTERS so its ok. god damn i wanna kill people like you. well, not really.         everything in this rant obviously from the very ignorant standpoint of someone who did not work on capitol hill for 7 years. hats off to you lady. but your still a stupid conservative bitch.         ",train
3620473,"             so tonite I went to vals, which was fun but still kinda weird. wasnt the usual crowd, so yeah. Had a good time though. Hehe, I have showed you off though. People were going through hot actresses and such, which was weird for the crowd, and I said no, the hot ones are all in modeling, like my gf, hehehe. I wasn't joking either :-*  and damnit, I miss you. Good morning btw, if you are reading this at all close to 'now.' Its officially the 24th here, you know what that means :) One less day until I can see you. Oh yeah, and tell christen happy late birthday as well.  I now have two more things to say, kinda rant-ish.  First off, don;t freak out if things aren't back to normal the minute u get off that plane. Nothing has changed I know, but like, its going to be weird, for both of us. I dunno, I just wanted to make sure you dont get like pissed at me if i act like an idiot. To be honest, I am not used to having your presence grace me really, lol. Its been a while. I probably sound silly, or am worrying you, so just, dont worry. Awkward, thats how things will be, and I hope you know what I mean by that, and its in the good way, not the bad one. The 'overly giddy and excited and happy yet still trying to get un stressed out' awkward. *shrugs*  Secondly, the word love cannot express how I feel about you. There is just something so great with you, something I have never felt before. This is going to sound weird as hell, but I have half said it before. I miss YOU. I don't miss fooling around with you, I don't miss having you here able to 'show you off' as some people I know do. I miss just plain you. I feel like and idiot for dating diana, and for ever saying certain things to her. Because what I feel right now, even with you so damned far away, is so damned strong. There is not a thing I would change about you, and you are beyond my dreams. I never thought I could be with someone as wonderful as you. I honestly thought diana was the best I could do at the time, half the reason I stayed with her. And I want to say something else, and dont feel bad at ALL. After her, I wasn't planning on dating at all here at riverview. My dream was to run off and get as far away from here as possible. Find people that would understand and like the real me and not make me show off just to have friends let alone more. As much as I goof off, I am incredibly self conscious, very shy, and have the crappiest self esteem ever. I dont admit that a lot, but its part of this. I just wanted to say I changed all that, and I changed it for you. I could have easily said I wasn't interested, although I never thought I really had a chance. But you are too good, just too damned special and perfect. And I am glad. I don't know if I am coming off as arrogant or rude, because I in no way mean to. I am just trying to explain how much you mean to me, because just one, two, or more words cannot describe. I love you Michelle, I do I do I do. Someday I may repeat that after a different set of words too. Time can only tell, but the future looks bright. 'What can you see, on the horizon?' To which I answer, the brightest thing of all, you. *mwah*           ",train
2102685,"                 I've been thinking really hard on this major development project that I have going, won't reveal anything just now, and I've decided to make it Plugin based. As much functionality as possible should be plugins, not just because I like to torture myself (which I do), but mostly because it should make the end result better and, more importantly, more extensible.  Naturally I've done my homework and  urlLink Googled  for a tutorial or something on the subject. I found just one really  urlLink good one , but it does cover most of what I needed to get confirmed. However I might need GUI (WinForms) plugins aswell, and the auther does not cover that at all. I haven't yet looked alot into this area of plugins, but I'm gonna have to do that before I set out and start planning my Great App (tm).  I've sent a mail to the author of the mentioned article and asked him if he had any thoughts on the subject. Maybe he'll be really nice and write an article on the whole GUI-Plugin issue.  OR maybe it's not an issue after all! I need to investigate more! :)       ",train
3609061,"           Robert Scheer of the LA Times has a dandy editorial on W's and the GOP's use of homophiba during this election year. A brief snip:  '...still smarting from the defeat in the Senate of a constitutional amendment to ban same-sex marriages, the president has returned to playing the God-and-patriotism card heavily — always implying that the GOP is the party for 'real' Americans. During his Midwest swing, he promised to protect those homeland values from the latest big threats: gays who marry and Hollywood entertainers who support Democrats. Bush did not quite equate gay marriages with Al Qaeda, as Pennsylvania Republican Sen. Rick Santorum did: 'Isn't that the ultimate homeland security — standing up and defending marriage?' Bush just held that gay marriages would destroy 'the most fundamental institution of civilization.'   **** Yup, W is using the us vs them electoral strategy. I really hope it bites him HARD. Perhaps like father like son...  urlLink Homophobia and Apple Pie          ",train
4153152,"           Old computers have an odd allure to me. I really enjoy fixing them up and making them work. I don't know what it is, but I can't resist them. That's how this whole server thing came about. I got this computer from a dark corner of my room, and thought: 'I wonder if I could get a good Battlefield server running on this.' The short answer: yes.  I started out on this yesterday afternoon. At 4AM today, I had a functioning (LAN) server. I have yet to see how it runs on the internet. In the process of all this, I installed some Linux programs (which I am very proud of doing) and changed the system from this AMD to an Intel processor, and then back again. I also learned the hard way Anime unleashed is the only thing on TV after 2. And even then, that's only until 3. After that, paid programming as far as the eye can see. I checked Discovery, G4TechTV, History, Comedy Central, ABC, CBS, NBC, TLC, and Fox. On the upside, I could be making $50,000 a week, sell my timeshares for cash, lower my credit card debt, stop smoking overnight, and have a gigantic penis. I think that's an offer I can't afford to miss out on (refusing).  Another LAN today, and I have a groundbreaking idea! I'll be back tonight (or tomorrow morning) with my idea and all things informative from the LAN party.         ",train
2884642,"             Omg i swear, Coach Jessie Tyler of the Olympic HEights Swim team talks out of his ass! This whole night was a waste of my freakin time, geez. He was saying oh out of all the years i've been coaching you have been the best team and the coolest people and you've helped me soo much. HELPED YOU!!!!! what are you talking about??? I did EVERYTHING, you can ask everyone, did you order the suits? no did you call everyone all the time? No, Did you ever care about anything i said? NO. Seriously I have so much more responsibility than this man. Thanks for being such a great group? My butt. We have the worst reputation in the world, our whole swim team drinks and smokes pot. You moron.  Plus i'm sorry but the retard of the team was there and for some reason he and dad are like best friends? what the h e double hockey sticks is that about? Plus his dad came drunk to the banquet, what is that, drinking straight whiskey at a banquet..learn your place parents. What is it these days? Can it be that some kids are becoming more responsible than adults and parents? What is this?         ",train
1252171,"           I see you have deleted your site Darkblaze. Anyways, even though SI is working through a story, I'm gonna type a short story about LALALAND! and stuff.    Typical Day in Lalaland.        I'm sitting at the rollarcoasters engine, trying to figure out what to do to make it even faster than it already is, when I see Alec, who runs the hotel, run very fast past me. I quirked my eyebrow, and walked in the opposite direction from which Alec was running. I see that all my fellow co-workers and friends are standing in front of a blazing inferno *KOOOOL!* Then I relized that it was a fire of fun and prettiness *which it usually is* and that it is actually the hotel. I knew know one else was there at the moment, cause it's MCAS time, dont cha know, and that people weren't burning alive. Erm. Anyways, I turned to Mandy, who runs the gift shop and asked 'What happened here?!!??!?!?' She doesn't answer me, so I turn to my friend Gage, who runs the tea shop, and see him stareing at Alec, who as just run back with a strange looking charactar by the collar. 'Fix this, Camo!' Camo, the weird guys name, (Camo: I am not weird!!! Me: Shut up *throws random object...and misses*)says with an attitude, 'And what if I don't wanna?' Alec gives him a serious look and says in a stern voice, 'Then I'll make you face Katt on DDR 1 million google times.' Camo looks horror stricken then, and fianlly gives in and says, 'Fine!' I stood back and watched Camo laugh manically as he put the flames out and Gage rolling his eyes, saying under his breath, 'Pryo/hydromaniacs...' I saw that the entire hotel was burnt to a crisp. 'Bye!' Camo shouted, just as the hotel re-appeared again *POOF!* only, this time it was green. So, at the end of the day, we all went back to our jobs, and I just tried and tried to figure out the rollarcoasters guts spilled out all over the floor. The end! PS-Camo is not the antagonist in the story. He's like both! (protagonist I meam)  -Dilussional Child-              ",train
1596986,"           I went to Kroger the other day to get some flowers for Mother's Day (they were all out - all that was left was dead) and while looking for some quick cooking noodles (not ramen - I prefer the Japanese style super thin stuff) found cans of  urlLink Mr.Brown Iced Coffee , a Thai canned coffee drink.  Japan is not the only country in Asia to make some funky canned coffees. Mr Brown Coffee started out as a Taiwanese Starbucks knock off but evolved into it own thing eventually. Run by the  urlLink King Car Food Company  in Taiwan Mr Brown coffee comes in a larger can than the 6.25.oz BOSS coffee.  They have the coolest looking logo of all time!  MR BROWN IS YOUR NEW GOD!  I love the cheesy stereotype European guy with his all white Italian suit and the thumbs up smile. Who needs Buddy Christ when there is Mr Brown? Make all the Reservoir Dogs jokes you can.  It's no frappucino, but it's good stuff. Bit of an after-taste. Most of the can seems to be tin or iron, though the top is the usual aluminum pull-tab on any soft drink. It's sort of weird looking smaller (8.12 fl. oz. that's.a.lot.of.dots) can. The drink has some fans online, and seems to be  urlLink internationally available  giving me my first real chance to use Google translations, yay! That's the only reason I'm writing this at all really ;-)  So much of Sugar Land is asian ( urlLink 23.8% !) that this entire side of Houston is filled with Chinese and Vietnamese import shops. Some of those imports are now creeping into the mainstream stores.   Update: after like 2 years of using Blogger I think I'm finally starting to get a hang of how to format blockquotes and pre's while also dropping the &lt;br/>'s in automatically...    Another update... it's later tonight and my stomach is starting to feel a little queasy... I think it might have been the Mr. Brown... more on this as it develops, I have another can in the fridge at work but it was too good to toss... we'll see how it goes.          ",train
3536864,"       At first, I had attempted to write a poem, but I decided to leave that to people that are actually gifted.  I felt inspired yesterday when I saw the clouds rolling around, but today......I just don't have it.  But there are storms here.  Oh yes, storms a plenty. I have been driven to my storm shelter 4 times this year.  They call it Tornado Alley for a reason. As opposed to other places like 'Missouri, land of discovery' or something like that.  I can discover something in montanna if I wanted to. But I don't, so haha. If you think that was a bit odd, please read the disclaimer in small print at the top of the page.  Now you're going to look at the top of the page and see what it says.  I actually don't know that for sure; just a guess.  And this has gone all over the place.  Back to storms.  I love storms. Some people don't. I love the rain, the smell of the storm before it strikes, the color of the sky after the clear, sounds echoing throughout the entire enduring cell.  Lightning with flashes so bright that you are blinded in the darkness that surounds you created by the presence of the clouds. Other people that don't like storm are a bit odd to me.  Great way of displaying God's creation.   It's pitch black outside.  But you know what they say, it's always darkest right before it goes pitch black.  So now, I'll have to leave the rest of this space empty.....just like outside.....except outside it's black and not empty, and here it's black and empty.  So decided which one you want to believe.  Chaio!         ",train
2917148,"        urlLink    What Digimon Character Are You?         When will you get married? by  urlLink  autumnkitty513        livejournal username           favorite color           today           wedding date    March 3, 2007             Created with the ORIGINAL  urlLink  MemeGen  !            Your horoscope... by  urlLink  spiralinghalo        Name:           Zodiac sign:           You will realize:    old people are kind of funny.      You should avoid:    dressing up as a nazi for this halloween.      Your new love interest:    a Jewish man in his late 20s.             Created with the ORIGINAL  urlLink  MemeGen  !            Your Night At The Oscars! by  urlLink  astrotre        Name:           Who Are You Wearing?    Michael Kors      Who Is On Your Arm?    Tyra Banks / Ben Stiller      You Are Nominated For:    Music (Song)      You Practiced Your Acceptance Speach For:    1 Hour      Do You Win?    Yes, And It's About Damned Time, Too!      Your Embarassing Oscar Moment:    Boring! Your Long-Winded Acceptance Speach Was Cut In Half By Commercials And Put Everyone To Sleep!             Created with the ORIGINAL  urlLink  MemeGen  !            Get to know the REAL you by  urlLink  crash_and_burn        Your Name           You Are A:    Punk      Your Favorite Band/Song    Snoop Dogg - Gin and Juice      You Like To Read:    Biographies/Autobiographies      You Firmly Believe In:    Nudity      Everyone Thinks You Are:    OMG WAY HOTT LOLZ      You Were Conceived:    In a burning building      You Will Marry:    Your half-sister/brother             Created with the ORIGINAL  urlLink  MemeGen  !            What will your Funeral be like?  by rashock      Username           You will die by:    You always were kinky in your sex life and took it just a bit to far. You died over doing breath control,  blood play, or some other strange kink.      Death Date:    November 6, 2046      Number attending your funeral?    190      How much will you leave to friends and family?    $4,875,684             Created with the ORIGINAL  urlLink  MemeGen  !            Gay or Not Gay?  by tashay17      LJ Name           Favorite Color           Gay or Not Gay?    Gay... very gay             Created with the ORIGINAL  urlLink  MemeGen  !            Whats does your personality rate from 1-10? by  urlLink  morning_prayer        Your first full name           Your personality rates a    12      your best quality is    you dont need friends      your worst quality is    you get depressed sometimes      this is because    other people influenced you             Created with the ORIGINAL  urlLink  MemeGen  !            Which Japanese word are you?  by  urlLink  gokumew2        LJ Username           You are:    Inta-netto (Internet)             Created with the ORIGINAL  urlLink  MemeGen  !            Which 'Pirates of the Carribbean: Curse of the Black Pearl' quote best suits you?  by  urlLink  Aurian_Fry        Username           You are:    Me? I&#39;m dishonest, and a dishonest man you can always trust to be dishonest... Honestly. It&#39;s the honest ones you want to watch out for, because you can never predict when they&#39;re going to do something incredibly...stupid. - Captain Jack Sparrow             Created with the ORIGINAL  urlLink  MemeGen  !            Your Stripper Info by  urlLink  radioface        first name           age           Stripper Name:    Veronica      Specialty:    u get the most $ in yer thong      Customers say:    'Look at her go! Weee!'             Created with the ORIGINAL  urlLink  MemeGen  !            What Kind of Sex Do You Prefer?  by  urlLink  amay129        First Name           Type of sex    With an inanimate object      How many times will you    5      Where    at a little kid&#39;s birthday party             Created with the ORIGINAL  urlLink  MemeGen  !           ",train
2433994,"                 Holy Monday Batman! Man, what a weekend. Seattle was a blast. It's such a nice city. I thought it would have been bigger (83.9 square miles as compared to New York's 303.3), but its cleaner. Friday night we went out to the clubs. If you pay 12 bucks cover at one place, nearly every other in the area will accept the stamp you get. It was a good deal. We stayed at the Warwick which Enrique's cousins had, which meant we had a free place to stay. You just can't beat that. Saturday we went to Pikes Market. For someone that loves food as much as I do, it was a sacred experience. The fresh seafood and produce was so amazing. It's no wonder that Jeff Smith called Pikes Market Square his home for the remainder of his life. Jeff Smith was the Frugal Gourmet, a TV chef, who died this past Friday. We ate like kings. Saturday I had the best meal in my life,  hands down . The restaurant called 'The Crab Pot' has a meal called 'The Westport'. They literally dump pounds of seafood on the table in front of you. Muscles, snow and king crab legs, shrimp, clams, and corn. Throw in a glass of chardonnay and it was heaven. Everything was so fresh. We went up the Space Needle too. The drive back was about 4 hours, not too bad, except there were four guys in a Kia. I swear I had the pedal to the floor the whole way back. All in all it was a great trip. Ahhhh Monday, a new weeks starts...   Ciao      ",train
2422596,"                 Had a really nice riding lesson today. Rode Mekur, and while we didn't do anything extraordinary, I didn't have to fight with him. Some of the horses I just don't commuicate with, like Martini, but I can ride Mekur. Eventhough he is very, very tall when you havn't been riding in 3 weeks...  Anyway. Sometimes it is very nice to have a car. Sometimes it is a pain. Like when the car can't start after you just driven it into the gas station and filled gas on. Then you call the car-help, and they put power on the car, because apparently the battery is flat. Ok, the car is now running, and you can drive it home. Keep it running for 30 min, says the mechanic guy. Ok, 35 min later I park the car, and then I try to turn it on again. Nothing. I can't even get the central locks working... so now I'm thinking maybe the battery recharging doesn't work.   So we need to get it to our mechanic shop. Where we have a appoitmet on Thursday already, becuase the steering wheeel is jumping, eversince they fitted a new wheel, since Christian slid into a sign when it was slippery... sigh. yeah its great to have a car. Well, at least I can point and say the public transportation keeps getting more and more expensive...               ",train
309881,"       Part 5 (the last installment) of the Series will be up soon.  Just taking a break from it... I'm kinda diggin this one you guys.  Peacers~    Enough  I tried to love you like the sun waiting to be shown on sunday mornings... wanted to bless you everyday with phrases such as: 'I love you baby, to the moon and back,' 'I love you now more than ever,' and 'I'll love you even when everyone else has given up on you.' But... you took my hand and scribbled 'negative' on your heart to negate anything positive I brought your way. Shit... *pauses* I can  remember us ridin' around, holding hands, whispering good sounds into each other's ears... 'Member us trying to be grown. 'Member wanting not to be like our parents, and  alas... we are more like them than we can see. I love you still.  No more of us, cuz we're 2 different. No more of us cuz there are other tendencies easing up the small of my  back and they no longer  require you to soothe them. No more of us 'agreeing to disagree.'  I know when I've had enough, and today is one of those days.  *kisses your troubles away* *walks out door* We were nothing more but high school sweethearts trying to hold on to  high school sweetheart status.  Tremaine L. Loadholt      ",train
4018252,"           For those of you who have encountered Meredith's strange form of reasoning in the past, this will come as no surprise.&nbsp; And I hope that Nathan can add to this post with his own tales.&nbsp; For those of you who have never dealt with Meredith, let me give you a little example.&nbsp; I pick this example only because it is the most recent:  The other night Patricia was discussing with Meredith the idea that we should count people who go through the wrong side of our entrance/exit gate using a stat-clicker.&nbsp; Meredith then says, 'oh yes, and we should add 25 to that count for the Junior Players who come through the back door and never go through our gate.'&nbsp; So Patricia says, 'ok we'lll start our daily count at 25', and Meredith then says: 'but its easier if we just get someone to walk through the gate 25 times instead of adding it to our count.'&nbsp; ...&nbsp; ...&nbsp; ...  So apparently its easier to walk through a gate in a circle 25 times than simply adding 25 to some other number.&nbsp; Right...          ",train
3603933,"       Spent the day driving up North to Kaleva with Kara, then back to Lansing.&nbsp;&nbsp; We went to pick up Kara's three dogs - Roo, Dark Star, and Kya (sp?).&nbsp; Kara and Jay are moving back to the Lansing area (which I am VERY happy about!) and she has been driving back and forth like crazy to take care of the dogs for a couple of days and then come back here to work on the house her and Jay are fixing up.&nbsp; Today we were going to bring all three dogs back with us as they have the kennel ready at their new house.  Didn't exactly work out how we had expected.&nbsp; We got to the house after a three hour drive.&nbsp; Dark Star and Roo got in a massive dog fight.&nbsp; It was crazy and very scary.&nbsp; It was crazy because these dogs have been together the last four years.&nbsp; They are very cool dogs - one is a beautiful Husky and the other a Lab/Shepard mix.&nbsp; Then there is Kya, a big version of Bali, and super sweet.&nbsp; They all love each other.  But today Roo was having dominance issues or something.&nbsp; Kara put down some food for the dogs and Dark Star and Roo started fighting over it.&nbsp; And I mean really fighting, locked onto each other.&nbsp; Kara was screaming at the dogs and trying to separate them, I was screaming at Kara to not get right in the middle because I was scared to death she would get hurt - that they would bite her trying to get to one another.&nbsp; We tried everything to get them apart and finally Kara got ahold of Roo and threw him in the other room and we slammed the door to separate the two.&nbsp; Kara had blood all over her khakis, her floors - Dark Star's beautiful face is really cut up.&nbsp;   Needless to say, we couldn't bring them all back in the same car.&nbsp; We brought Roo back and left the other two up north- Kara and Jay are going back Friday to get them.&nbsp; She is afraid that she can't ever put the two dogs together again.&nbsp; So I'm interested to hear how they do on Friday.&nbsp;   Definitely a day I will remember.&nbsp; It was very nice spending so much time with Kara too.&nbsp;           ",train
3179008,"                 We around here are feeling the stress and challenge of a whole year of being professional with our students. Wow, and what a year it has been! The promise of a good long vacation should beckon to us, drawing us toward blissful rest. NO, oh no. We are done with the regular school year soon, but we are starting an extended year for our students on the following Monday. 4 to 6 weeks more... ugh.       This crew works an 11 month year generally. Vacation time for rejuvenating the spirit and soul is vital. It's hard to take those vacations at times , though, knowing that there will not be a substitute for anyone who is missing. If there is, it is someone from another class, or part of the other staff. This creates a drain in that person's area, or role. I use my vacation time during the time of year that I am not able to work. I am an hourly employee, so extended breaks can kill my financial situation.      Top Five Reasons to Work With Kids:   5 - They think you really are smarter than they are.  4 - It's o.k. to ask them to wash there hands.  3 - Kids love to be outside.  2 - They tell you about all the new movies (R-Movies!)  1 - You can make fun of them, and it goes over their heads.      Peace          ",train
3867242,"                 My day was really boring and so I decided that instead of writing about nothing..I'll write about something..haha. I'm willing to share another poem with y'all even though it sucks. I wrote about this poem about what kind of things I feel whenever I'm in love or in a relationship with someone. Right now..I'm  not  in love..just crushing a little..haha..but I'll neeevvverr tell! (Don't Say A Word..is an awesome movie! Go Brittany Murphy!) So yeah..here it is.  Whenever I Think About You  Whenever I feel the breeze of fresh summer air, I can feel your brace lock around me. Whenever I hear a love song, I think about how I want to dance with you. Whenever I watch the rain, I cry because I think about your pain. Whenever I hear a child's laugh, I laugh because you too are a child at heart. Whenever I wake up,  I think about how it's going to be a beauitful day because you are a part of my life. Whenever I pick a flower, I think about how rare and beauiful you are. Whenever I am sad, I wish you were there to hold me and tell me everything is going to be alright. Whenever you say you love me, it sends chills down my spine because you picked me out of everyone else in the world. Whenever I see these things, I love you more than before.      ",train
1407084,"           I don't want you to give it all up And leave your own life collecting dust And I don't want you to feel sorry for me You never gave us a chance to be And I don't need you to be by my side To tell me that everything's alright I just wanted you to tell me the truth You know I'd do that for you Why are you running away? Why are you running away? Cause I did enough to show you that I Was willing to give and sacrifice And I was the one who was lifting you up When you thought your life had had enough And when I get close, you turn away There's nothing that I can do or say So now I need you to tell me the truth You know I'd do that for you So why are you running away? Why are you running away? Is it me, is it you Nothing that I can do To make you change your mind Is it me, is it you Nothing that I can do Is it a waste of time? Is it me, is it you Nothing that I can do To make you change your mind So why are you running away? Why are you running away? ...What is it I've got to say... So why are you running away? ...To make you admit you're afraid... Why are you running away?     Another day is going by I'm thinking about you all the time But you're out there, and I'm here waiting          ",train
3367333,"             twice in one day! i decided that it's high time to start seriously considering where i'm going to send my phd applications and start requesting information and application packages from those schools.  i remember all too well the chaotic hell that accompanied the process of applying for my ma.  trust me, i don't want to repeat it.  besides application deadlines seem to be getting earlier and earlier each year.  i'm also kind of worried that the same thing that happened in my ma applications will happen again: that i will neither have a choice where i go nor will i receive funding.  i realize it's kind of a silly fear, but i was told throughout my undergraduate year that (1) any school would be lucky to have me; (2) i should have no problem getting scholarship money.  neither of those predictions came true, and, although i'm happy at my current home -- or, at least, i think i'm in the right place, at least for now -- it was a blow (to both my confidence and to my debt load -- already too high) to receive only one offer of admission and no offers of funding.  besides, the words of a friend of mine keep echoing in my mind: that i've gotten my grades because i've given professors what they want to hear.  i'm not sure that's the case; at least i haven't tried to give profs what they want to hear, but the perception that that is a possibility worries me: if one of my closest friends here thinks so, who else does, and what are the people i'm not so close to saying about me behind my back. oh, screw this.  enough paranoid ranting for one day.         ",train
